層	分節	単独語数	単独接地率	合成語数	合成接地率	文脈保持率
tier0_CSV2890	pland	4	0.750	1	1.000	1.33
tier0_CSV2890	lag	4	0.750	5	1.000	1.33
tier0_CSV2890	postul	8	0.750	4	1.000	1.33
tier0_CSV2890	urs	2	0.500	9	0.667	1.33
tier0_CSV2890	spong	4	0.750	1	1.000	1.33
tier0_CSV2890	rifuz	4	0.750	1	1.000	1.33
tier0_CSV2890	furioz	4	0.750	2	1.000	1.33
tier0_CSV2890	kub	6	0.500	6	0.667	1.33
tier0_CSV2890	luks	4	0.750	1	1.000	1.33
tier0_CSV2890	malv	2	0.500	3	0.667	1.33
tier0_CSV2890	kurac	9	0.333	22	0.455	1.36
tier0_CSV2890	mastr	14	0.357	10	0.500	1.40
tier0_CSV2890	senc	8	0.375	19	0.526	1.40
tier0_CSV2890	brut	7	0.714	6	1.000	1.40
tier0_CSV2890	g^emel	7	0.286	5	0.400	1.40
tier0_CSV2890	respekt	7	0.714	1	1.000	1.40
tier0_CSV2890	special	7	0.714	4	1.000	1.40
tier0_CSV2890	pozitiv	6	0.333	17	0.471	1.41
tier0_CSV2890	gimnast	2	0.500	7	0.714	1.43
tier0_CSV2890	c^el	9	0.444	26	0.654	1.47
tier0_CSV2890	salik	3	0.667	1	1.000	1.50
tier0_CSV2890	lice	3	0.667	1	1.000	1.50
tier0_CSV2890	kran	2	0.500	4	0.750	1.50
tier0_CSV2890	kompren	21	0.667	3	1.000	1.50
tier0_CSV2890	greg	3	0.667	1	1.000	1.50
tier0_CSV2890	musk	3	0.667	1	1.000	1.50
tier0_CSV2890	metod	6	0.667	8	1.000	1.50
tier0_CSV2890	proporci	6	0.667	7	1.000	1.50
tier0_CSV2890	kavern	6	0.500	4	0.750	1.50
tier0_CSV2890	protest	6	0.500	4	0.750	1.50
tier0_CSV2890	komisi	9	0.667	1	1.000	1.50
tier0_CSV2890	koncert	6	0.667	2	1.000	1.50
tier0_CSV2890	kurioz	3	0.333	2	0.500	1.50
tier0_CSV2890	trezor	3	0.667	2	1.000	1.50
tier0_CSV2890	pen	6	0.333	2	0.500	1.50
tier0_CSV2890	gard	16	0.062	21	0.095	1.52
tier0_CSV2890	dens	11	0.455	13	0.692	1.52
tier0_CSV2890	j^ur	7	0.571	8	0.875	1.53
tier0_CSV2890	lamp	4	0.500	22	0.773	1.55
tier0_CSV2890	klin	14	0.357	7	0.571	1.60
tier0_CSV2890	fot	11	0.091	61	0.148	1.62
tier0_CSV2890	nul	5	0.200	6	0.333	1.67
tier0_CSV2890	disput	5	0.600	1	1.000	1.67
tier0_CSV2890	original	5	0.600	3	1.000	1.67
tier0_CSV2890	infan	13	0.077	38	0.132	1.71
tier0_CSV2890	son	15	0.067	61	0.115	1.72
tier0_CSV2890	fundament	7	0.571	5	1.000	1.75
tier0_CSV2890	material	5	0.400	14	0.714	1.79
tier0_CSV2890	klimat	8	0.500	19	0.947	1.89
tier0_CSV2890	c^ambr	9	0.222	47	0.426	1.91
tier0_CSV2890	bezon	6	0.167	3	0.333	2.00
tier0_CSV2890	balon	2	0.500	5	1.000	2.00
tier0_CSV2890	bind	6	0.167	3	0.333	2.00
tier0_CSV2890	frot	8	0.375	12	0.750	2.00
tier0_CSV2890	jun	14	0.071	7	0.143	2.00
tier0_CSV2890	horde	2	0.500	3	1.000	2.00
tier0_CSV2890	leg^	12	0.167	20	0.350	2.10
tier0_CSV2890	gras	10	0.400	7	0.857	2.14
tier0_CSV2890	volupt	9	0.444	2	1.000	2.25
tier0_CSV2890	lad	7	0.143	18	0.333	2.33
tier0_CSV2890	karakter	7	0.286	17	0.706	2.47
tier0_CSV2890	akord	5	0.400	2	1.000	2.50
tier0_CSV2890	c^es	5	0.400	1	1.000	2.50
tier0_CSV2890	gastr	4	0.250	8	0.625	2.50
tier0_CSV2890	civil	14	0.214	11	0.545	2.55
tier0_CSV2890	ung	4	0.250	6	0.667	2.67
tier0_CSV2890	boj	3	0.333	1	1.000	3.00
tier0_CSV2890	karcer	6	0.167	2	0.500	3.00
tier0_CSV2890	tegol	3	0.333	1	1.000	3.00
tier0_CSV2890	viol	4	0.250	9	0.778	3.11
tier0_CSV2890	pet	10	0.100	22	0.364	3.64
tier0_CSV2890	grad	11	0.182	11	0.727	4.00
tier0_CSV2890	distanc	5	0.200	12	0.833	4.17
tier0_CSV2890	vers	11	0.091	7	0.429	4.71
tier0_CSV2890	dat	21	0.048	21	0.238	5.00
tier0_CSV2890	pionir	5	0.200	1	1.000	5.00
tier1_PEJVO本体	abort	10	0.100	2	0.000	0.00
tier1_PEJVO本体	absint	3	0.333	1	0.000	0.00
tier1_PEJVO本体	administraci	2	1.000	2	0.000	0.00
tier1_PEJVO本体	admiral	4	0.250	3	0.000	0.00
tier1_PEJVO本体	kanon	10	0.200	8	0.000	0.00
tier1_PEJVO本体	patos	2	1.000	1	0.000	0.00
tier1_PEJVO本体	agav	1	1.000	2	0.000	0.00
tier1_PEJVO本体	filik	2	0.500	4	0.000	0.00
tier1_PEJVO本体	agres	7	0.714	3	0.000	0.00
tier1_PEJVO本体	akcesor	2	0.500	3	0.000	0.00
tier1_PEJVO本体	galaksi	3	0.667	9	0.000	0.00
tier1_PEJVO本体	apendic	2	1.000	1	0.000	0.00
tier1_PEJVO本体	pest	3	0.667	3	0.000	0.00
tier1_PEJVO本体	raket	2	0.500	4	0.000	0.00
tier1_PEJVO本体	mes	1	1.000	7	0.000	0.00
tier1_PEJVO本体	anc^	1	1.000	1	0.000	0.00
tier1_PEJVO本体	onim	6	0.500	3	0.000	0.00
tier1_PEJVO本体	tik	2	0.500	1	0.000	0.00
tier1_PEJVO本体	apelaci	4	0.500	2	0.000	0.00
tier1_PEJVO本体	apne	1	1.000	1	0.000	0.00
tier1_PEJVO本体	medal	4	0.250	3	0.000	0.00
tier1_PEJVO本体	armatur	2	1.000	2	0.000	0.00
tier1_PEJVO本体	kondens	6	0.833	3	0.000	0.00
tier1_PEJVO本体	arnik	2	0.500	1	0.000	0.00
tier1_PEJVO本体	artileri	2	1.000	1	0.000	0.00
tier1_PEJVO本体	atenc	3	1.000	4	0.000	0.00
tier1_PEJVO本体	atlet	2	0.500	1	0.000	0.00
tier1_PEJVO本体	reaktor	1	1.000	4	0.000	0.00
tier1_PEJVO本体	skafandr	2	1.000	1	0.000	0.00
tier1_PEJVO本体	tantiem	1	1.000	1	0.000	0.00
tier1_PEJVO本体	kampanj	2	0.500	8	0.000	0.00
tier1_PEJVO本体	barit	1	1.000	1	0.000	0.00
tier1_PEJVO本体	bastard	3	0.667	1	0.000	0.00
tier1_PEJVO本体	batat	1	1.000	1	0.000	0.00
tier1_PEJVO本体	skarab	2	0.500	6	0.000	0.00
tier1_PEJVO本体	cistern	1	1.000	5	0.000	0.00
tier1_PEJVO本体	bilg^	1	1.000	1	0.000	0.00
tier1_PEJVO本体	binar	1	1.000	1	0.000	0.00
tier1_PEJVO本体	perspektiv	1	1.000	2	0.000	0.00
tier1_PEJVO本体	sinap	1	1.000	2	0.000	0.00
tier1_PEJVO本体	teror	4	0.750	4	0.000	0.00
tier1_PEJVO本体	brec^	4	0.250	2	0.000	0.00
tier1_PEJVO本体	brigad	3	0.667	5	0.000	0.00
tier1_PEJVO本体	bu	2	1.000	1	0.000	0.00
tier1_PEJVO本体	buks	1	1.000	2	0.000	0.00
tier1_PEJVO本体	cejan	1	1.000	1	0.000	0.00
tier1_PEJVO本体	noc^	2	1.000	3	0.000	0.00
tier1_PEJVO本体	cilindr	3	0.667	6	0.000	0.00
tier1_PEJVO本体	cim	1	1.000	1	0.000	0.00
tier1_PEJVO本体	debut	3	0.667	1	0.000	0.00
tier1_PEJVO本体	deklinaci	2	1.000	1	0.000	0.00
tier1_PEJVO本体	tron	9	0.333	1	0.000	0.00
tier1_PEJVO本体	difuz	4	1.000	1	0.000	0.00
tier1_PEJVO本体	dok	3	0.333	3	0.000	0.00
tier1_PEJVO本体	dras^	5	0.400	1	0.000	0.00
tier1_PEJVO本体	ebur	4	1.000	1	0.000	0.00
tier1_PEJVO本体	egret	1	1.000	1	0.000	0.00
tier1_PEJVO本体	ekspedici	1	1.000	1	0.000	0.00
tier1_PEJVO本体	muld	6	0.500	1	0.000	0.00
tier1_PEJVO本体	sput	2	1.000	2	0.000	0.00
tier1_PEJVO本体	genez	2	0.500	3	0.000	0.00
tier1_PEJVO本体	trog	2	0.500	3	0.000	0.00
tier1_PEJVO本体	s^pur	2	0.500	2	0.000	0.00
tier1_PEJVO本体	fajl	4	0.500	1	0.000	0.00
tier1_PEJVO本体	fajn	4	1.000	4	0.000	0.00
tier1_PEJVO本体	fiktiv	2	0.500	1	0.000	0.00
tier1_PEJVO本体	sektor	1	1.000	2	0.000	0.00
tier1_PEJVO本体	flanel	1	1.000	1	0.000	0.00
tier1_PEJVO本体	kalik	2	0.500	1	0.000	0.00
tier1_PEJVO本体	forc	3	1.000	3	0.000	0.00
tier1_PEJVO本体	fra	1	1.000	1	0.000	0.00
tier1_PEJVO本体	fraj	3	1.000	1	0.000	0.00
tier1_PEJVO本体	frez	1	1.000	1	0.000	0.00
tier1_PEJVO本体	fritilari	1	1.000	1	0.000	0.00
tier1_PEJVO本体	funikl	1	1.000	1	0.000	0.00
tier1_PEJVO本体	galen	1	1.000	1	0.000	0.00
tier1_PEJVO本体	genr	3	0.667	2	0.000	0.00
tier1_PEJVO本体	glis	1	1.000	1	0.000	0.00
tier1_PEJVO本体	grenat	1	1.000	1	0.000	0.00
tier1_PEJVO本体	prokuror	2	1.000	1	0.000	0.00
tier1_PEJVO本体	koincid	2	1.000	1	0.000	0.00
tier1_PEJVO本体	helik	3	0.333	4	0.000	0.00
tier1_PEJVO本体	trop	4	0.250	2	0.000	0.00
tier1_PEJVO本体	jamb	2	1.000	1	0.000	0.00
tier1_PEJVO本体	implic	4	0.250	1	0.000	0.00
tier1_PEJVO本体	indig^en	3	0.667	2	0.000	0.00
tier1_PEJVO本体	inert	2	1.000	2	0.000	0.00
tier1_PEJVO本体	inkub	1	1.000	1	0.000	0.00
tier1_PEJVO本体	kvocient	1	1.000	1	0.000	0.00
tier1_PEJVO本体	intendant	3	0.333	3	0.000	0.00
tier1_PEJVO本体	intermit	4	0.750	5	0.000	0.00
tier1_PEJVO本体	invad	3	1.000	1	0.000	0.00
tier1_PEJVO本体	-jar	1	1.000	1	0.000	0.00
tier1_PEJVO本体	jugland	2	0.500	3	0.000	0.00
tier1_PEJVO本体	junkr	1	1.000	1	0.000	0.00
tier1_PEJVO本体	j^ib	1	1.000	1	0.000	0.00
tier1_PEJVO本体	klau^z	1	1.000	3	0.000	0.00
tier1_PEJVO本体	kancelier	1	1.000	1	0.000	0.00
tier1_PEJVO本体	kand	2	1.000	1	0.000	0.00
tier1_PEJVO本体	kaze	5	1.000	2	0.000	0.00
tier1_PEJVO本体	kimon	1	1.000	2	0.000	0.00
tier1_PEJVO本体	rasp	3	0.333	5	0.000	0.00
tier1_PEJVO本体	konjunkci	2	1.000	2	0.000	0.00
tier1_PEJVO本体	kontempl	3	0.667	1	0.000	0.00
tier1_PEJVO本体	sinus	4	0.500	2	0.000	0.00
tier1_PEJVO本体	kramf	1	1.000	2	0.000	0.00
tier1_PEJVO本体	tiran	5	1.000	1	0.000	0.00
tier1_PEJVO本体	kulis	1	1.000	2	0.000	0.00
tier1_PEJVO本体	vici	1	1.000	1	0.000	0.00
tier1_PEJVO本体	kvalifik	3	0.333	1	0.000	0.00
tier1_PEJVO本体	kvarc	2	1.000	3	0.000	0.00
tier1_PEJVO本体	lagun	1	1.000	2	0.000	0.00
tier1_PEJVO本体	laik	3	1.000	1	0.000	0.00
tier1_PEJVO本体	tek	1	1.000	1	0.000	0.00
tier1_PEJVO本体	vand	1	1.000	5	0.000	0.00
tier1_PEJVO本体	lik	5	0.800	1	0.000	0.00
tier1_PEJVO本体	lir	2	0.500	1	0.000	0.00
tier1_PEJVO本体	liti	1	1.000	1	0.000	0.00
tier1_PEJVO本体	lord	2	0.500	1	0.000	0.00
tier1_PEJVO本体	vals	2	0.500	1	0.000	0.00
tier1_PEJVO本体	magnezi	1	1.000	2	0.000	0.00
tier1_PEJVO本体	mancinel	1	1.000	1	0.000	0.00
tier1_PEJVO本体	melas	1	1.000	1	0.000	0.00
tier1_PEJVO本体	mit	5	1.000	2	0.000	0.00
tier1_PEJVO本体	molest	1	1.000	1	0.000	0.00
tier1_PEJVO本体	monah^	4	0.750	1	0.000	0.00
tier1_PEJVO本体	mutaci	6	0.667	1	0.000	0.00
tier1_PEJVO本体	nandin	1	1.000	1	0.000	0.00
tier1_PEJVO本体	nimf	1	1.000	1	0.000	0.00
tier1_PEJVO本体	opi	3	0.333	3	0.000	0.00
tier1_PEJVO本体	papilion	1	1.000	1	0.000	0.00
tier1_PEJVO本体	pariet	2	0.500	1	0.000	0.00
tier1_PEJVO本体	patrol	5	1.000	1	0.000	0.00
tier1_PEJVO本体	pavez	1	1.000	1	0.000	0.00
tier1_PEJVO本体	pedal	2	1.000	3	0.000	0.00
tier1_PEJVO本体	pedo	1	1.000	1	0.000	0.00
tier1_PEJVO本体	pistak	2	0.500	1	0.000	0.00
tier1_PEJVO本体	pivot	2	0.500	2	0.000	0.00
tier1_PEJVO本体	pram	3	1.000	1	0.000	0.00
tier1_PEJVO本体	print	2	1.000	1	0.000	0.00
tier1_PEJVO本体	prokur	2	1.000	1	0.000	0.00
tier1_PEJVO本体	psikiatr	2	1.000	1	0.000	0.00
tier1_PEJVO本体	regres	3	1.000	1	0.000	0.00
tier1_PEJVO本体	rekrut	4	0.750	1	0.000	0.00
tier1_PEJVO本体	ricin	1	1.000	1	0.000	0.00
tier1_PEJVO本体	urani	1	1.000	2	0.000	0.00
tier1_PEJVO本体	romb	1	1.000	2	0.000	0.00
tier1_PEJVO本体	sabr	2	0.500	2	0.000	0.00
tier1_PEJVO本体	sagu	1	1.000	2	0.000	0.00
tier1_PEJVO本体	s^alm	1	1.000	1	0.000	0.00
tier1_PEJVO本体	saliv	3	0.333	1	0.000	0.00
tier1_PEJVO本体	seminari	1	1.000	1	0.000	0.00
tier1_PEJVO本体	sezam	1	1.000	1	0.000	0.00
tier1_PEJVO本体	sifon	2	1.000	3	0.000	0.00
tier1_PEJVO本体	sinoptik	2	1.000	2	0.000	0.00
tier1_PEJVO本体	solan	1	1.000	1	0.000	0.00
tier1_PEJVO本体	studi	1	1.000	1	0.000	0.00
tier1_PEJVO本体	spiral	4	0.250	7	0.000	0.00
tier1_PEJVO本体	stabl	1	1.000	1	0.000	0.00
tier1_PEJVO本体	step	1	1.000	1	0.000	0.00
tier1_PEJVO本体	s^elk	2	0.500	1	0.000	0.00
tier1_PEJVO本体	tili	1	1.000	1	0.000	0.00
tier1_PEJVO本体	translaci	2	1.000	1	0.000	0.00
tier1_PEJVO本体	trivial	4	1.000	1	0.000	0.00
tier1_PEJVO本体	trot	5	0.200	1	0.000	0.00
tier1_PEJVO本体	turb	2	0.500	1	0.000	0.00
tier1_PEJVO本体	virulent	1	1.000	1	0.000	0.00
tier1_PEJVO本体	vital	2	0.500	1	0.000	0.00
tier1_PEJVO本体	vulv	2	1.000	3	0.000	0.00
tier1_PEJVO本体	kurier	1	1.000	9	0.111	0.11
tier1_PEJVO本体	virtual	1	1.000	7	0.143	0.14
tier1_PEJVO本体	ekvivalent	4	1.000	5	0.200	0.20
tier1_PEJVO本体	kamer	1	1.000	5	0.200	0.20
tier1_PEJVO本体	gravur	6	0.667	7	0.143	0.21
tier1_PEJVO本体	gravit	3	0.667	7	0.143	0.21
tier1_PEJVO本体	muk	4	0.750	6	0.167	0.22
tier1_PEJVO本体	likvid	6	0.833	5	0.200	0.24
tier1_PEJVO本体	bi	2	0.500	8	0.125	0.25
tier1_PEJVO本体	kultiv	6	0.833	33	0.212	0.25
tier1_PEJVO本体	sond	3	0.667	6	0.167	0.25
tier1_PEJVO本体	fisk	2	1.000	4	0.250	0.25
tier1_PEJVO本体	pub	1	1.000	4	0.250	0.25
tier1_PEJVO本体	smirg	2	1.000	4	0.250	0.25
tier1_PEJVO本体	gen	8	0.125	28	0.036	0.29
tier1_PEJVO本体	minor	1	1.000	7	0.286	0.29
tier1_PEJVO本体	s^akt	1	1.000	3	0.333	0.33
tier1_PEJVO本体	seps	9	1.000	3	0.333	0.33
tier1_PEJVO本体	top	1	1.000	3	0.333	0.33
tier1_PEJVO本体	bran	1	1.000	3	0.333	0.33
tier1_PEJVO本体	lau^r	2	1.000	3	0.333	0.33
tier1_PEJVO本体	maj^or	1	1.000	6	0.333	0.33
tier1_PEJVO本体	gener	8	0.750	15	0.333	0.44
tier1_PEJVO本体	morf	2	1.000	13	0.462	0.46
tier1_PEJVO本体	ekspansi	3	1.000	4	0.500	0.50
tier1_PEJVO本体	afekt	6	0.333	6	0.167	0.50
tier1_PEJVO本体	panel	2	1.000	4	0.500	0.50
tier1_PEJVO本体	akaj^u	1	1.000	2	0.500	0.50
tier1_PEJVO本体	analog	2	1.000	2	0.500	0.50
tier1_PEJVO本体	aviz	3	1.000	2	0.500	0.50
tier1_PEJVO本体	antrop	4	1.000	4	0.500	0.50
tier1_PEJVO本体	anus	3	1.000	2	0.500	0.50
tier1_PEJVO本体	arkeo	3	1.000	2	0.500	0.50
tier1_PEJVO本体	au^tonom	2	1.000	2	0.500	0.50
tier1_PEJVO本体	bankrot	4	1.000	2	0.500	0.50
tier1_PEJVO本体	veratr	1	1.000	2	0.500	0.50
tier1_PEJVO本体	konjunktur	1	1.000	2	0.500	0.50
tier1_PEJVO本体	peg	1	1.000	2	0.500	0.50
tier1_PEJVO本体	celsi	1	1.000	2	0.500	0.50
tier1_PEJVO本体	celsius	1	1.000	2	0.500	0.50
tier1_PEJVO本体	deriv	7	1.000	2	0.500	0.50
tier1_PEJVO本体	domicil	1	1.000	2	0.500	0.50
tier1_PEJVO本体	driv	4	1.000	2	0.500	0.50
tier1_PEJVO本体	ektopi	1	1.000	2	0.500	0.50
tier1_PEJVO本体	greft	5	1.000	2	0.500	0.50
tier1_PEJVO本体	radius	2	1.000	2	0.500	0.50
tier1_PEJVO本体	reg^isor	3	1.000	2	0.500	0.50
tier1_PEJVO本体	prevent	4	1.000	4	0.500	0.50
tier1_PEJVO本体	kamfor	1	1.000	2	0.500	0.50
tier1_PEJVO本体	kardinal	1	1.000	2	0.500	0.50
tier1_PEJVO本体	kariofil	1	1.000	2	0.500	0.50
tier1_PEJVO本体	klostr	1	1.000	2	0.500	0.50
tier1_PEJVO本体	kolos	2	1.000	2	0.500	0.50
tier1_PEJVO本体	kompakt	2	1.000	2	0.500	0.50
tier1_PEJVO本体	torped	4	1.000	2	0.500	0.50
tier1_PEJVO本体	kul	1	1.000	2	0.500	0.50
tier1_PEJVO本体	smerald	1	1.000	2	0.500	0.50
tier1_PEJVO本体	marmor	5	1.000	2	0.500	0.50
tier1_PEJVO本体	merin	2	1.000	2	0.500	0.50
tier1_PEJVO本体	proklam	2	1.000	4	0.500	0.50
tier1_PEJVO本体	miria	1	1.000	2	0.500	0.50
tier1_PEJVO本体	morb	1	1.000	2	0.500	0.50
tier1_PEJVO本体	nan	2	1.000	2	0.500	0.50
tier1_PEJVO本体	neu^r	5	1.000	4	0.500	0.50
tier1_PEJVO本体	panter	1	1.000	2	0.500	0.50
tier1_PEJVO本体	opal	2	1.000	2	0.500	0.50
tier1_PEJVO本体	sekular	2	1.000	2	0.500	0.50
tier1_PEJVO本体	soj	1	1.000	6	0.500	0.50
tier1_PEJVO本体	latis	1	1.000	7	0.571	0.57
tier1_PEJVO本体	menstru	3	1.000	7	0.571	0.57
tier1_PEJVO本体	ekvinoks	1	1.000	5	0.600	0.60
tier1_PEJVO本体	kard	5	0.400	4	0.250	0.62
tier1_PEJVO本体	trab	8	0.625	5	0.400	0.64
tier1_PEJVO本体	dinamik	3	1.000	6	0.667	0.67
tier1_PEJVO本体	s^lim	5	1.000	3	0.667	0.67
tier1_PEJVO本体	alveol	2	1.000	3	0.667	0.67
tier1_PEJVO本体	amel	2	1.000	3	0.667	0.67
tier1_PEJVO本体	are	1	1.000	3	0.667	0.67
tier1_PEJVO本体	arom	5	1.000	3	0.667	0.67
tier1_PEJVO本体	au^gur	4	1.000	3	0.667	0.67
tier1_PEJVO本体	bilard	2	0.500	3	0.333	0.67
tier1_PEJVO本体	bil	1	1.000	3	0.667	0.67
tier1_PEJVO本体	glim	2	1.000	3	0.667	0.67
tier1_PEJVO本体	demon	4	0.750	2	0.500	0.67
tier1_PEJVO本体	klik	2	0.500	3	0.333	0.67
tier1_PEJVO本体	kongru	4	0.750	2	0.500	0.67
tier1_PEJVO本体	kulas	1	1.000	3	0.667	0.67
tier1_PEJVO本体	ment	2	0.500	3	0.333	0.67
tier1_PEJVO本体	stuf	4	0.750	2	0.500	0.67
tier1_PEJVO本体	pul	1	1.000	7	0.714	0.71
tier1_PEJVO本体	tuc^	4	1.000	7	0.714	0.71
tier1_PEJVO本体	gist	2	1.000	4	0.750	0.75
tier1_PEJVO本体	s^ild	3	1.000	4	0.750	0.75
tier1_PEJVO本体	kiras	2	1.000	8	0.750	0.75
tier1_PEJVO本体	koeficient	2	1.000	8	0.750	0.75
tier1_PEJVO本体	ekspon	9	0.333	4	0.250	0.75
tier1_PEJVO本体	fagopir	2	1.000	4	0.750	0.75
tier1_PEJVO本体	s^into	3	1.000	4	0.750	0.75
tier1_PEJVO本体	kromat	2	1.000	9	0.778	0.78
tier1_PEJVO本体	dukt	1	1.000	9	0.778	0.78
tier1_PEJVO本体	procez	1	1.000	5	0.800	0.80
tier1_PEJVO本体	procesi	4	1.000	5	0.800	0.80
tier1_PEJVO本体	gips	3	1.000	5	0.800	0.80
tier1_PEJVO本体	fokus	4	1.000	6	0.833	0.83
tier1_PEJVO本体	episkop	5	0.800	3	0.667	0.83
tier1_PEJVO本体	optik	3	1.000	12	0.833	0.83
tier1_PEJVO本体	rezin	5	0.800	3	0.667	0.83
tier1_PEJVO本体	konveks	4	1.000	7	0.857	0.86
tier1_PEJVO本体	membran	3	1.000	7	0.857	0.86
tier1_PEJVO本体	faz	3	1.000	7	0.857	0.86
tier1_PEJVO本体	rafin	5	1.000	7	0.857	0.86
tier1_PEJVO本体	vaku	5	1.000	10	0.900	0.90
tier1_PEJVO本体	eklips	3	1.000	13	0.923	0.92
tier1_PEJVO本体	aberaci	1	1.000	2	1.000	1.00
tier1_PEJVO本体	fondus	1	1.000	3	1.000	1.00
tier1_PEJVO本体	monark	4	1.000	2	1.000	1.00
tier1_PEJVO本体	particip	1	1.000	3	1.000	1.00
tier1_PEJVO本体	adjekt	1	1.000	1	1.000	1.00
tier1_PEJVO本体	statik	3	1.000	12	1.000	1.00
tier1_PEJVO本体	aksel	1	1.000	3	1.000	1.00
tier1_PEJVO本体	laring	3	1.000	3	1.000	1.00
tier1_PEJVO本体	pneu^mon	1	1.000	1	1.000	1.00
tier1_PEJVO本体	diabet	2	1.000	4	1.000	1.00
tier1_PEJVO本体	cikut	1	1.000	2	1.000	1.00
tier1_PEJVO本体	plane	2	1.000	1	1.000	1.00
tier1_PEJVO本体	infloresk	1	1.000	4	1.000	1.00
tier1_PEJVO本体	algebr	2	1.000	2	1.000	1.00
tier1_PEJVO本体	ekvaci	3	1.000	7	1.000	1.00
tier1_PEJVO本体	alianc	4	1.000	1	1.000	1.00
tier1_PEJVO本体	ferment	6	1.000	3	1.000	1.00
tier1_PEJVO本体	alte	1	1.000	1	1.000	1.00
tier1_PEJVO本体	disenteri	1	1.000	1	1.000	1.00
tier1_PEJVO本体	amnesti	2	1.000	1	1.000	1.00
tier1_PEJVO本体	oscil	6	1.000	10	1.000	1.00
tier1_PEJVO本体	analitik	1	1.000	1	1.000	1.00
tier1_PEJVO本体	molar	2	1.000	1	1.000	1.00
tier1_PEJVO本体	korpuskl	2	1.000	2	1.000	1.00
tier1_PEJVO本体	partikl	3	1.000	3	1.000	1.00
tier1_PEJVO本体	antraks	1	1.000	1	1.000	1.00
tier1_PEJVO本体	ac	1	1.000	25	1.000	1.00
tier1_PEJVO本体	sindrom	2	1.000	2	1.000	1.00
tier1_PEJVO本体	aprior	1	1.000	1	1.000	1.00
tier1_PEJVO本体	araknoid	1	1.000	1	1.000	1.00
tier1_PEJVO本体	arbitraci	4	1.000	1	1.000	1.00
tier1_PEJVO本体	arbust	2	1.000	1	1.000	1.00
tier1_PEJVO本体	ardez	1	1.000	2	1.000	1.00
tier1_PEJVO本体	argil	2	1.000	8	1.000	1.00
tier1_PEJVO本体	aritmetik	1	1.000	3	1.000	1.00
tier1_PEJVO本体	duk	3	1.000	3	1.000	1.00
tier1_PEJVO本体	arkitekt	1	1.000	2	1.000	1.00
tier1_PEJVO本体	skler	2	1.000	2	1.000	1.00
tier1_PEJVO本体	inflam	4	1.000	20	1.000	1.00
tier1_PEJVO本体	astm	2	1.000	1	1.000	1.00
tier1_PEJVO本体	observatori	1	1.000	3	1.000	1.00
tier1_PEJVO本体	atenu	3	1.000	2	1.000	1.00
tier1_PEJVO本体	unit	1	1.000	6	1.000	1.00
tier1_PEJVO本体	halucin	5	1.000	2	1.000	1.00
tier1_PEJVO本体	au^tonomi	1	1.000	1	1.000	1.00
tier1_PEJVO本体	avan	1	1.000	3	1.000	1.00
tier1_PEJVO本体	averag^	1	1.000	1	1.000	1.00
tier1_PEJVO本体	sulf	3	1.000	5	1.000	1.00
tier1_PEJVO本体	baron	4	1.000	1	1.000	1.00
tier1_PEJVO本体	basbal	2	1.000	1	1.000	1.00
tier1_PEJVO本体	basen	1	1.000	1	1.000	1.00
tier1_PEJVO本体	metabol	1	1.000	2	1.000	1.00
tier1_PEJVO本体	beletr	4	1.000	1	1.000	1.00
tier1_PEJVO本体	benign	1	1.000	1	1.000	1.00
tier1_PEJVO本体	benzo	1	1.000	1	1.000	1.00
tier1_PEJVO本体	bevel	2	1.000	1	1.000	1.00
tier1_PEJVO本体	biceps	1	1.000	2	1.000	1.00
tier1_PEJVO本体	konkav	4	1.000	7	1.000	1.00
tier1_PEJVO本体	bitum	2	1.000	1	1.000	1.00
tier1_PEJVO本体	bobel	1	1.000	1	1.000	1.00
tier1_PEJVO本体	bonz	1	1.000	1	1.000	1.00
tier1_PEJVO本体	brankard	2	1.000	1	1.000	1.00
tier1_PEJVO本体	bronk	3	1.000	2	1.000	1.00
tier1_PEJVO本体	meduz	1	1.000	2	1.000	1.00
tier1_PEJVO本体	bust	1	1.000	1	1.000	1.00
tier1_PEJVO本体	cekum	2	1.000	1	1.000	1.00
tier1_PEJVO本体	centezimal	1	1.000	1	1.000	1.00
tier1_PEJVO本体	centripet	1	1.000	3	1.000	1.00
tier1_PEJVO本体	hemoragi	2	1.000	5	1.000	1.00
tier1_PEJVO本体	tromb	2	0.500	2	0.500	1.00
tier1_PEJVO本体	spin	1	1.000	3	1.000	1.00
tier1_PEJVO本体	mening	2	1.000	2	1.000	1.00
tier1_PEJVO本体	cerebel	1	1.000	1	1.000	1.00
tier1_PEJVO本体	kapacit	2	1.000	5	1.000	1.00
tier1_PEJVO本体	cinabr	2	1.000	2	1.000	1.00
tier1_PEJVO本体	ciroz	1	1.000	1	1.000	1.00
tier1_PEJVO本体	citrus	1	1.000	1	1.000	1.00
tier1_PEJVO本体	dau^b	1	1.000	1	1.000	1.00
tier1_PEJVO本体	dedukt	3	1.000	1	1.000	1.00
tier1_PEJVO本体	defi	4	1.000	1	1.000	1.00
tier1_PEJVO本体	dehisk	3	1.000	1	1.000	1.00
tier1_PEJVO本体	logaritm	4	1.000	7	1.000	1.00
tier1_PEJVO本体	edr	10	1.000	4	1.000	1.00
tier1_PEJVO本体	demenc	2	0.500	2	0.500	1.00
tier1_PEJVO本体	demisi	2	1.000	1	1.000	1.00
