root	層	漢字	接地	生物名	F	接地した定義語根	定義文
citrol	PIV	瓜ᶜ	Y	Y	1	kolocint=药瓜	G. (Genro) (Citrullus el kukurbacoj) de monoikaj au^ dioikaj, unu-au^ plur-jaraj lianoj ku
civetikt	PIV	兽ᶜ	Y	Y	1	civet=兽	Rabobesto (unuspecia g. (genro) Civettictis civetta, sin. (sinonimo (de latinscienca nomo)
c^ampinjon	PIV	菌ᶜ̂	Y	Y	1	agarik=菌,agarik=菌,fung=菌	Sp. (Specio) de agariko (duspora agariko), mang^ebla fungo kultivata, tre uzata en kuirart
c^erimoli	PIV	果ᶜ̂	Y	Y	1	frukt=果,frukt=果	1 Sp de anono (Annona cherimola, sin. (sinonimo (de latinscienca nomo)) A. cherimolia) el 
c^eti	PIV	鸟ᶜ̂	Y	Y	1	bird=鸟	1 G. (Genro) (Cettia) de malgrandaj birdoj el la ordo de paseroformaj, fam. (familio) de s
c^ifc^af	PIV	鸟ᶜ̂ᶠ	Y	Y	1	bird=鸟,fitis=鸟ᶠ	Sp. (Specio) de filoskopo (Phylloscopus collybita), birdo distingebla disde fitiso pro kan
c^ik	PIV	虫ᶜ̂	Y	Y	1	insekt=虫	Tropika insekto (unuspecia g. (genro) Tunga penetrans) el la ordo de afanipteroj; la ino e
dakriocistit	PIV	泪囊炎	Y		1	inflam=炎,dakriocist=泪囊	Inflamo de dakriocisto(j).
daktilis	PIV	草ᴰˢ	Y	Y	1	herb=草	G. (Genro) (Dactylis el poacoj) de 1−5 sp-oj (specioj) de plurjaraj herboj el Eu^ropo, Azi
dalbergi	PIV	木ᴰᴮ	Y	Y	1	lign=木,lign=木	G. (Genro) (Dalbergia el fabacoj) de tropikaj plantoj - arbetoj, trunkarbustoj k lignecaj 
damar	PIV	木ᴰᴹ	Y	Y	1	agatid=木ᴬᴳ,lign=木,agatid=木ᴬᴳ	1 Sp. (Specio) de agatido (Agathis dammara) el Malajzio, kultivata por ligno k Manila kopa
dau^k	PIV	伞ᴰ	Y	Y	1	umbel=伞	G. (Genro) (Daucus el apiacoj) de unu-k precipe du-jaraj herboj kun 2−3-oble plume dividaj
davali	PIV	羊齿ᴰ	Y	Y	1	filik=羊齿	G. (Genro) (Davallia el davaliacoj) de 34 sp-oj (specioj) de tropikaj k subtropikaj filiko
delikvesk	PIV	潮解ᴰ	Y		1	likvesk=潮解	(evi (evitinda)) = likveska.
demonologi	PIV	魔学	Y		1	demon=魔	Sistema priskribo de la naturo k la povoj de demonoj.
demonomani	PIV	魔狂	Y		1	frenez=狂	Vario de frenezo, en kiu la maniulo imagas sin demonhavanto.
dendrokronolog	PIV	树时学家	Y		1	dendrokronologi=树时学	Fakulo pri dendrokronologio.
densometri	PIV	密测	Y		1	dens=密	Tekniko de mezurado de densoj.
densteti	PIV	羊齿ᴰᴺ	Y	Y	1	filik=羊齿	G. (Genro) (Dennstaedtia el denstetiacoj) de c^. (c^irkau^) 45 sp-oj (specioj) de filikoj 
deoksi	PIV	从氧	Y		1	oksigen=氧生	Pref. (Prefikso) indikanta, ke c^e la koncerna molekulo mankas atomo(j) de oksigeno kompar
deport	PIV	逐ᴰ	Y		1	ekzil=逐	(tr (transitiva)) 1 Pune transporti al fora loko (eventuale kun submeto al trudlaboro). Vd
dermapter	PIV	皮翅	Y	Y	1	elitr=硬翅	Ordo (Dermaptera) de insektoj kun mallongaj elitroj k kies abdomeno finig^as per mola pinc
dermest	PIV	虫ᴰᴿ	Y	Y	1	insekt=虫	G. (Genro) (Dermestes) de insektoj el la ordo de koleopteroj; iuj sp-oj (specioj) vivas en
desmod	PIV	兽ᴰˢ	Y	Y	1	best=兽	G. (Genro) (Desmodus) de mamuloj el la ordo de kiropteroj (vespertuloj), vivantaj en S k C
did	PIV	鸟ᴰ	Y	Y	1	bird=鸟	Sp. (Specio) (Raphus cucullatus) de granda, dika ne flugkapabla birdo, el la ordo de kolom
dielektrikmetr	PIV	介电计	Y		1	dielektrik=介电	Aparato por mezuri la proprecojn de dielektriko.
difenbaki	PIV	草ᴰᴮ	Y	Y	1	herb=草	G. (Genro) (Dieffenbachia el arumacoj) de tre venenaj, plurjaraj herboj kun fortika tigo 2
difilobotri	PIV	虫ᴰᶠ	Y	Y	1	verm=虫ⱽ,teni=条虫,larv=幼虫	Sp. (Specio) (Diphyllobothrium latum, sin. (sinonimo (de latinscienca nomo)) Botriocephalu
digitari	PIV	草ᴰᴳ	Y	Y	1	herb=草	G. (Genro) (Digitaria el poacoj) de unu-k plur-jaraj herboj kun infloresko el spikoj fingr
digram	PIV	二字	Y		1	grafem=字ᴳ	Grupo de du grafemoj uzataj por prezenti unu fonemon
diktamn	PIV	草ᴰᵀ	Y	Y	1	fraksinel=草ᶠˢ,origan=香草,herb=草,origan=香草,origan=香草	1 G. (Genro) (Dictamnus el rutacoj) de nur unu sp. (D. albus). Vd fraksinelo. 2 Sp de orig
dione	PIV	草ᴰᴺ	Y	Y	1	herb=草	G. (Genro) (Dionaea el drozeracoj) de nur unu sp. (D. muscipula) el SE Usono, insekto-kapt
dioskore	PIV	草ᴰᴿ	Y	Y	1	herb=草	G. (Genro) (Dioscorea el dioskoreacoj) de alten volvig^antaj, plurjaraj, poligamiaj herboj
diplomologi	PIV	证学	Y		1	diplom=证	Scienco pri la malnovaj diplomoj el paleografia, formulara, historia ktp (kaj tiel plu) vi
diplopod	PIV	双足	Y	Y	1	miriapod=万足,kilopod=千足	Klaso (Diplopoda) de miriapodoj kun du paroj da kruroj sur c^iu segmento. Vd kilopodoj.
diskomicet	PIV	盘菌	Y	Y	1	askomikot=囊菌ᴬᴷ	Nenatura grupo de askomikotoj, kies askujoj estas apotecioj. Vd pirenomicetoj.
ditisk	PIV	虫ᴰ	Y	Y	1	insekt=虫	G. (Genro) (Dytiscus) de insektoj el la ordo de koleopteroj, kiuj vivas nag^ante en nesala
divertikulektomi	PIV	囊室除	Y		1	divertikul=囊室	Kirurgia fortranc^o de divertikulo.
donak	PIV	草ᴰᴷ	Y	Y	1	arund=草ᴬᴰ,arund=草ᴬᴰ	Sp. (Specio) de arundo (Arundo donax) el la Mediteranea regiono, kultivata k uzata kiel or
drab	PIV	草ᴰ	Y	Y	1	herb=草	G. (Genro) (Draba el brasikacoj) de unu-, du-k precipe plur-jaraj, malaltaj herboj kun elb
drimi	PIV	草ᴰᴹ	Y	Y	1	herb=草	G. (Genro) (Drimia el hiacintacoj) de plurjaraj herboj kun tunika bulbo; c^. (c^irkau^) 12
driopterid	PIV	羊齿ᴰᴿ	Y	Y	1	filik=羊齿	G. (Genro) (Dryopteris el driopteridacoj) de filikoj kun 1−4-oble plume kunmetaj folioj, p
dromaj	PIV	鸟ᴰᴶ	Y		1	dromice=鸟ᴰᴿ	(evi (evitinda)) = dromiceo.
dromice	PIV	鸟ᴰᴿ	Y	Y	1	bird=鸟,strut=鸵鸟	G. (Genro) (Dromiceius) de brunkoloraj Au^straliaj birdoj el la ordo de kazuaroformaj. Vd 
drozer	PIV	草ᴰᶻ	Y	Y	1	herb=草	G. (Genro) (Drosera el drozeracoj) de plurjaraj herboj insektomang^antaj, kun baza rozeto 
drozofil	PIV	虫ᴰᶻ	Y	Y	1	insekt=虫	G. (Genro) (Drosophila) de malgrandaj insektoj el la ordo de dipteroj.
dugong	PIV	兽ᴰᴳ	Y	Y	1	manat=兽	Unuspecia g. (genro) (Dugong dugong) de sirenoj; pluraj subsp-oj, vivantaj sur la marbordo
ecidi	PIV	菌ᴱᴰ	Y	Y	1	eci=菌ᴱ	1 Grupo (eksa g. (genro) Aecidium) de neperfektaj rustofungoj (uredaloj). 2 (evi (evitinda
efedr	PIV	木ᴱᶠ	Y	Y	1	arbust=灌木	G. (Genro) (Ephedra el efedracoj) de evoluintaj, monoikaj gimnospermoj - lianoj, arbustoj 
egilop	PIV	草ᴱᴳ	Y	Y	1	herb=草	G. (Genro) (Aegilops el poacoj) de unujaraj herboj kun pluraristaj spiketoj; 21 sp-oj (spe
ekbali	PIV	瓜ᴱ	Y	Y	1	elateri=瓜	G. (Genro) (Ecballium el kukurbacoj) de nur unu sp. (E. elaterium), plurjara, Mediteranea 
ekinokok	PIV	虫ᴱᴷ	Y	Y	1	larv=幼虫,hidatid=包虫,teni=条虫	G. (Genro) (Echinococcus) de plathelmintoj el la klaso de cestodoj, kies tre malgranda, pl
ekinops	PIV	菊ᴱᴷ	Y	Y	1	kardu=菊ᴷᴿ	G. (Genro) (Echinops el asteracoj) de du-k plur-jaraj herboj g^enerale dornaj k aspektanta
ekspresionist	PIV	表家	Y		1	ekspresionism=表主义	Artisto, laboranta lau^ la principoj de ekspresionismo.
ekv	PIV	兽ᴱ	Y	Y	1	kiang=兽ᴷ	G. (Genro) (Equus) de mamuloj el la ordo de neparhufuloj, al kiu apartenas azeno, c^evalo,
ekzogami	PIV	外配	Y		1	endogami=内配	1 Moro, deviganta la membrojn de klano edzig^i nur ekster sia klano. 2 Reproduktig^o inter
elafr	PIV	虫ᴱᶠ	Y	Y	1	insekt=虫,karab=虫ᴷᴮ	G. (Genro) (Elaphrus) de malgrandaj insektoj el la ordo de koleopteroj, kun grandaj okuloj
elap	PIV	蛇ᴱ	Y	Y	1	serpent=蛇	G. (Genro) (Elaps) de kolorric^aj, venenaj serpentoj, vivantaj en tropika Ameriko, aparten
elastomer	PIV	弹链节	Y		1	mer=链节	Vd (vidu) mero.
elatin	PIV	草ᴱᴺ	Y	Y	1	herb=草	G. (Genro) (Elatine el elatinacoj) de malgrandaj, unu-k plur-jaraj, rampaj, akvejaj herboj
eledon	PIV	贝ᴱ	Y	Y	1	polp=贝	G. (Genro) (Eledone) de polpoj kun unu vico de suc^iloj sur c^iu brako. Vd oktopodo.
elektrofon	PIV	电声	Y		1	gramofon=图声,son=声	Gramofono, c^e kiu la registrado k reproduktado de la sonoj okazas per elektromekanikaj pr
elektrovalent	PIV	电价	Y		1	valent=价ⱽ	(pp (se paroli pri) valenta ligo) Polara. Vd kovalenta.
eleokarit	PIV	草ᴱᴷ	Y	Y	1	herb=草	G. (Genro) (Eleocharis el ciperacoj) kosmopolita de c^. (c^irkau^) 120 sp-oj (specioj) de 
eletari	PIV	姜ᴱ	Y	Y	1	amom=姜ᴬ,kardamom=姜ᴷᴰ	G. (Genro) (Elettaria el zingibracoj) de plurjaraj herboj parencaj al amomo sed kun malden
elitrigi	PIV	草ᴱᴵ	Y	Y	1	herb=草,kvik=麦草,cinodont=草ᶜᴰ,hordelim=草ᴴᴼ	G. (Genro) (Elytrigia el poacoj) de plurjaraj herboj kun rizomo, kun verdaj au^ glau^kaj, 
elode	PIV	草ᴱᴸ	Y	Y	1	helode=草ᴴᴱᴸᴼ	G. (Genro) (Elodea, sin. (sinonimo (de latinscienca nomo)) Helodea, el hidrokaritacoj) de 
embrifit	PIV	胚植	Y	Y	1	plant=植,embri=胚,briofit=苔植,kormofit=茎叶体植	Grupego de plantoj karakterizataj de embrio 2 k de arkegonio, k ampleksanta la vaskulplant
embriofit	PIV	胚植ᴱᴼ	Y	Y	1	plant=植,embri=胚,briofit=苔植,kormofit=茎叶体植	Grupego de plantoj karakterizataj de embrio 2 k de arkegonio, k ampleksanta la vaskulplant
embrigenez	PIV	胚源	Y		1	ontogenez=在源	Serio de la formoj, tra kiuj animala au^ planta organismo trapasas de la fekundigita ovo g
emid	PIV	龟ᴱ	Y	Y	1	testud=龟	Testudulo (Emys k parencaj g-oj (genroj)) el la fam. (familio) de emidedoj, vivantaj en ma
enantiomorf	PIV	映形	Y		1	alotrop=异形,enantiotrop=映向	(pp (se paroli pri) substanco) Tia, ke g^i posedas du kristalformojn, kiuj povas transig^i
enantiotrop	PIV	映向	Y		1	enantiomorf=映形	(pp (se paroli pri) substanco). Tia, ke g^i posedas du alotropajn formojn, kiuj povas tran
encefalalgi	PIV	脑痛	Y		1	cerb=脑	Intensa kapdoloro, observata en la cerba sifiliso.
encefalografi	PIV	脑志	Y		1	cerb=脑	Registrado k studo de la osciloj de elektra potencialo, kiuj konstante estig^as en la cerb
encefalogram	PIV	脑图	Y		1	encefalografi=脑志	Kurbo ricevita per encefalografio.
endoderm	PIV	内皮	Y	Y	1	intern=内	1 Interna c^eltavolo de la embrio, kiu aperas c^e la gastrulo
endogami	PIV	内配	Y		1	intern=内,ekzogami=外配	1 Moro, deviganta la membrojn de klano edzig^i interne de sia klano. 2 Reproduktig^o inter
endogen	PIV	内生	Y		1	intern=内	Interndevena; formig^anta au^ okazanta en la interno de organo, de c^elo, de organismo au^
endokrinolog	PIV	内分泌学家	Y		1	endokrinologi=内分泌学	Specialisto pri endokrinologio.
endokrinologi	PIV	内分泌学	Y		1	endokrin=内分泌	Studo de la endokrinaj glandoj, de iliaj perturboj k de la malsanoj kau^zataj de tiuj c^i.
endomorfi	PIV	内形	Y		1	homomorfi=同形ᴴᴵ	Homomorfio de objekto al g^i mem.
endoskopi	PIV	内ᴱᴰ镜ˢᴷ	Y		1	endoskop=内镜	Ekzamenado per endoskopo.
endosperm	PIV	内种	Y	Y	1	sem=种,perisperm=围种	Nutraj^rezerva, unuploida histo de la semo de la gimnospermoj, kiu c^irkau^as k nutras la 
entel	PIV	猴ᴱ	Y	Y	1	presbit=猴ᴾᴿ,hulman=猴	Sp. (Specio) de presbito (Presbytis entellus), brunflava, kun nigraj vizag^o, manoj k pied
enzimologi	PIV	酵素学	Y		1	enzim=酵素	Studesploro de la enzimoj.
eperlan	PIV	鱼ᴱᴾ	Y	Y	1	osmer=鱼ᴼ,fiŝ=鱼	Sp. (Specio) (Osmerus eperlanus) de fis^o el la ordo de salmonoformaj, kun odoro de kukumo
epicentr	PIV	表央	Y		1	hipocentr=亚央	Punkto de la tersurfaco, vertikale super la fokuso de tertremo. Vd hipocentro.
epidendr	PIV	兰ᴱ	Y	Y	1	orkide=兰	G. (Genro) (Epidendrum el orkidacoj) de arbo-, rok-au^ grundo-log^aj, plurjaraj orkideoj t
epifenomen	PIV	副现象	Y		1	akcesor=副,fenomen=现,fenomen=现	Akcesora fenomeno koncerne la observataj^on; negrava, netus^anta la esencon de la pritrakt
epifit	PIV	表植	Y	Y	1	plant=植,plant=植	Planto, kiu kreskas sur alia planto, sed ne nutras sin el tiu c^i
epigenez	PIV	表源	Y		1	deven=源	1 Teorio lau^ kiu la ovo, nediferencig^inta, disvolvig^as al embrio per iompostioma difere
epimorfi	PIV	表形	Y		1	homomorfi=同形ᴴᴵ,morfi=形ᴹᴵ	Surjekcia homomorfio; pli g^enerale, morfio kun analoga eco.
epipaleolitik	PIV	后古石学	Y		1	paleolitik=古石学,mezolitik=中石学	Tuto de la paleolitikaj kulturoj post la malapero de la rangiferoj k antau^ la mezolitiko.
epiteliom	PIV	上皮瘤	Y		1	tumor=瘤,epiteli=上皮	Kancera tumoro, devenanta el epitelio
ereti	PIV	木ᴱᴿ	Y	Y	1	lign=木	G. (Genro) (Ehretia el boragacoj) de lignecaj plantoj, el kiuj kelkaj arboj, kun alternaj,
erigeron	PIV	菊ᴱᴿ	Y	Y	1	koniz=菊ᴷᶻ,aster=菊	G. (Genro) (Erigeron el asteracoj), tre parenca al konizo k astero, de unu-, du-k plur-jar
eritren	PIV	木ᴱᴺ	Y	Y	1	arbust=灌木	G. (Genro) (Erythrina el fabacoj) de c^. (c^irkau^) 110 sp-oj (specioj) de arboj k arbusto
eritroblast	PIV	红胚	Y		1	eritrocit=红胞	Nukleohava c^elo de la ostmedolo, finevolue hemoglobinohava, antau^anto de eritrocito
eritroksil	PIV	木ᴱᴷ	Y	Y	1	koka=木	G. (Genro) (Erythroxylum el eritroksilacoj) de lignecaj plantoj kun s^osoj lau^aspekte oft
eritropoez	PIV	红生	Y		1	eritrocit=红胞	Formig^o de la eritrocitoj en la osta medolo de plenkreskulo au^ en la hepato de embrio. S
eritropoezin	PIV	红生素	Y		1	eritrocit=红胞	Poezino, stimulanta la produktadon de eritrocitoj en la osta medolo k sekve pliiganta la o
erodi	PIV	草ᴱᴿ	Y	Y	1	herb=草	G. (Genro) (Erodium el geraniacoj) de plantoj - unu-, du-k plur-jaraj herboj k arbustetoj 
erofil	PIV	草ᴱᶠ	Y	Y	1	drab=草ᴰ,herb=草	G. (Genro) (Erophila el brasikacoj), tre parenca al drabo, de unujaraj herboj kun rondaj a
erotogen	PIV	色生	Y		1	erot=色ᴱᴿ	Tia, ke g^i kapablas estigi erotajn sensaj^ojn
erotologi	PIV	色情学	Y		1	eroto=色情,erotik=色	Scienca studo pri la eroto k g^iaj diversaj formoj au^ perversioj. Vd erotika.
eskul	PIV	木ᴱˢ	Y	Y	1	hipokastan=木ᴴˢ	G. (Genro) (Aesculus el hipokastanacoj) de falfoliaj arboj k trunkarbustoj kun kontrau^e d
es^olzi	PIV	草ᴱˢ̂	Y	Y	1	herb=草	G. (Genro) (Eschscholzia el papavacoj) de unu, du-k plur-jaraj herboj kun grandaj floroj l
etlinger	PIV	姜ᴱᵀ	Y	Y	1	amom=姜ᴬ	G. (Genro) (Etlingera el zingibracoj), tre parenca al amomo, de c^. (c^irkau^) 60 sp-oj (s
eu^frazi	PIV	草ᴱᶻ	Y	Y	1	herb=草	G. (Genro) (Euphrasia el skrofulariacoj) de malgrandaj, staraj, unujaraj, duonparazitaj he
eu^geni	PIV	木ᴱᵁ̆	Y	Y	1	arbust=灌木	G. (Genro) (Eugenia el mirtacoj) de dau^rafoliaj arboj k arbustoj kun kontrau^e duopaj, g^
eu^ripterigi	PIV	龙ᴱ	Y	Y	1	iktiosau^r=鱼龙	G. (Genro) (Eurypterygius el fis^sau^roj) de maraj fis^similaj sau^roj, kiuj vivis dum fru
ezofagoskop	PIV	食管镜	Y		1	endoskop=内镜	Instrumento por esplori la ezofagon. Vd endoskopo.
ezofagoskopi	PIV	食管镜ᴱᴵ	Y		1	ezofagoskop=食管镜	Esplorado k ekzamenado per ezofagoskopo.
falangi	PIV	蛛ᶠ	Y	Y	1	opilion=盲蛛	G. (Genro) (Phalangium) de artropodoj el la klaso de araneoidoj, ordo de opilionuloj, tre 
falarid	PIV	草ᶠᴰ	Y	Y	1	herb=草	G. (Genro) (Phalaris el poacoj) de unu-k plur-jaraj herboj, kun mallarg^aj, plataj folioj 
faringoskopi	PIV	咽镜ᶠᴵ	Y		1	faringoskop=咽镜	Ekzameno per faringoskopo.
fazeolus	PIV	豆ᶠˢ	Y	Y	1	gus^=豆	G. (Genro) (Phaseolus el fabacoj) de unu au^ plurjaraj herboj au^ lianoj kun trifolieraj, 
fenikur	PIV	鸟ᶠᴺ	Y	Y	1	bird=鸟	G. (Genro) (Phoenicurus) de birdoj el la ordo de paseroformaj, fam. (familio) de turdedoj,
fenotip	PIV	现型	Y		1	genotip=生型	Tuto au^ parto de la videblaj au^ konstateblaj karakteroj de individuo, kiuj rezultas el l
fenugrek	PIV	豆ᶠᴺ	Y	Y	1	trigonel=豆ᵀ	Sp. (Specio) de trigonelo (Trigonella foenum-graecum el fabacoj), unujara herbo sekastate 
ferat	PIV	铁盐	Y		1	sal=盐	Salo de imaga ferata acido, H 2 FeO 4.
ferolag	PIV	伞ᶠᴳ	Y	Y	1	ferol=伞,umbel=伞	G. (Genro) (Ferulago), tre parenca al ferolo, diferenca de g^i precipe pro multabraktea in
fiber	PIV	鼠ᶠᴮ	Y		1	ondatr=鼠ᴼ	(ark. (arkaismo, arkaisme)) = ondatro.
fibrinogen	PIV	纤蛋白生	Y		1	protein=蛋白,okaz=生	Solvebla proteino, sintezata en la hepato, cirkulanta en la sangoplasmo k transformig^anta
fikari	PIV	草ᶠᴵ	Y	Y	1	ranunkol=草,herb=草	Sp. (Specio) de ranunkolo (Ranunculus ficaria), plurjara herbo kun klabformaj, tuberaj rad
filipendul	PIV	草ᶠᴾ	Y	Y	1	herb=草,ulmari=草ᵁ	G. (Genro) (Filipendula el rozacoj), parenca al spireo, de plurjaraj herboj kun plume kunm
filodendr	PIV	草ᶠᴺ	Y	Y	1	monster=草ᴹᴼ	G. (Genro) (Philodendron el arumacoj) de plantoj - plejparte epifitaj herbecaj lianoj kun 
fiteu^m	PIV	草ᶠᵀ	Y	Y	1	herb=草	G. (Genro) (Phyteuma el kampanulacoj) de plurjaraj herboj kun multaj, malgrandaj floroj en
fitis	PIV	鸟ᶠ	Y	Y	1	c^ifc^af=鸟ᶜ̂ᶠ	Sp. (Specio) de filoskopo (Phylloscopus trochilus), distingebla disde c^ifc^afo pro helbru
fitoftor	PIV	菌ᶠᶠ	Y	Y	1	peronospor=菌ᴾˢ	G. (Genro) (Phytophthora el Pythiales) kosmopolita de c^. (c^irkau^) 40 sp-oj (specioj) de
fitolak	PIV	草ᶠᴸ	Y	Y	1	herb=草	G. (Genro) (Phytolacca el fitolakacoj) de arboj, arbustoj k herboj el la tropikaj k subtro
fizalid	PIV	茄ᶠ	Y	Y	1	alkekeng=茄ᴬ	G. (Genro) (Physalis el solanacoj) de unu-k plur-jaraj herboj kun funelkorolaj, blanketaj 
fle	PIV	草ᶠ	Y	Y	1	herb=草	G. (Genro) (Phleum el poacoj) de unu-k plur-jaraj herboj kun unufloraj spiketoj en inflore
flebit	PIV	脉炎	Y		1	inflam=炎,vejn=脉	Inflamo de vejno, ofte c^e la malsupraj membroj; iafoje formig^as koagulaj^o, kiu povas ka
flebotom	PIV	虫ᶠᴮ	Y	Y	1	insekt=虫,reptili=爬虫	G. (Genro) (Phlebotomus) de sangosuc^aj insektoj el la ordo de dipteroj, kiuj iom parencas
flebotomi	PIV	脉切	Y		1	vejn=脉	Eltiro de vejna sango ordinare c^e la kubutfaldo.
floks	PIV	草ᶠᴷ	Y	Y	1	herb=草	G. (Genro) (Phlox el polemoniacoj) de unu-k plur-jaraj herboj au^ tufarbustoj kun plejofte
fluometr	PIV	流计	Y		1	flu=流	Aparato, por mezuri la rapidecon de fluo (ekz. (ekzemple) en rivero).
foksen	PIV	鱼ᶠᴷ	Y	Y	1	fiŝ=鱼	G (Phoxinus) de malgrandaj fis^oj el fam. (familio) de ciprinedoj, kun tre malgrandaj skva
foliklit	PIV	囊炎ᶠ	Y		1	inflam=炎,folikl=囊	Inflamo de foliklo.
fonologi	PIV	声学	Y		1	son=声	1 Studo de la sonoj de lingvo, kiel konsistigantaj unu sistemon de kontrastaj unuoj
formi	PIV	草ᶠᴿ	Y	Y	1	herb=草	G. (Genro) (Phormium el agavacoj) de plurjaraj herboj, el kies karneca rizomo kreskas star
formiat	PIV	形盐	Y		1	sal=盐	Salo de formiata acido, H-COOH.
formiil	PIV	形基	Y		1	formiat=形盐,bromoform=卤形,kloroform=氯形,jodoform=碘形	Radikalo de formiata acido, H-C=O·. Vd bromoformo, kloroformo, jodoformo. -> formolo.
fosfatemi	PIV	磷盐血	Y		1	fosfat=磷盐,sang=血	Kvanto de fosfatoj en la sango.
fototerapi	PIV	光疗ᶠ	Y		1	terapi=疗	Vd (vidu) terapio.
fragari	PIV	草ᶠᴳ	Y	Y	1	herb=草	G. (Genro) (Fragaria el rozacoj) de plurjaraj herboj kun rizomo, surteraj stolonoj, trifol
fraksinel	PIV	草ᶠˢ	Y	Y	1	diktamn=草ᴰᵀ,herb=草	Sola sp. de la g. (genro) diktamno (Dictamnus albus, sin. (sinonimo (de latinscienca nomo)
frigan	PIV	虫ᶠᴿ	Y	Y	1	insekt=虫,larv=幼虫	G. (Genro) (Phryganea) de insektoj el la friganedoj, kies larvoj, vivantaj en akvo, konstr
fruktolog	PIV	果学家	Y		1	fruktologi=果学	Specialisto pri fruktologio.
fruktologi	PIV	果学	Y		1	frukt=果	Fruktoscienco, branc^o de la plantanatomio, speciale pri la strukturo de fruktoj k semoj.
fruktoz	PIV	果糖	Y		1	suker=糖,glukoz=糖,frukt=果	Sukero, ketoheksozo, C 6 H 12 O 6, izomero de glukozo, trovig^anta i.a. (interalie, inter 
ftir	PIV	虫ᶠ	Y	Y	1	insekt=虫,pedik=虫	G. (Genro) (Phthirus) de insektoj el la ordo de anopluroj, parazitaj sur la ingvena region
fulgoromorf	PIV	蜡蝉形	Y	Y	1	fulgor=蜡蝉	Subordo (Fulgoromorpha) de insektoj el la ordo de hemipteroj, kun 4 membranecaj flugiloj, 
fulmar	PIV	鸟ᶠᴸ	Y	Y	1	bird=鸟	G. (Genro) (Fulmarus) de birdoj el la ordo de procelariformaj, similaj al malgranda mevo s
fungolog	PIV	菌学家ᶠ	Y		1	fungologi=菌学ᶠ,mikolog=菌学家	Specialisto pri fungologio. Sin. (sinonimo) mikologo.
fungologi	PIV	菌学ᶠ	Y		1	fung=菌,mikologi=菌学	Scienco pri la fungoj. Sin. (sinonimo) mikologio.
futurolog	PIV	未学家	Y		1	futurologi=未学	Fakulo pri futurologio.
gage	PIV	草ᴳ	Y	Y	1	herb=草	G. (Genro) (Gagea el liliacoj) de malaltaj, plurjaraj herboj kun malgranda tunika bulbo, k
gak	PIV	鸣ᴳ	Y		1	blek=鸣	(ntr (netransitiva)) Bleki (pp (se paroli pri) ansero).
galag	PIV	猴ᴳᴸ	Y	Y	1	indri=猴ᴵ,loris=猴ᴸ,tarsi=猴ᵀᴿ	Prasimio (Galago k parencaj g-oj (genroj)) kun grandaj oreloj k longa vosto. Vd indrio, le
galang	PIV	姜ᴳ	Y	Y	1	alpini=姜ᴬᴸ,alpini=姜ᴬᴸ,alpini=姜ᴬᴸ,alpini=姜ᴬᴸ,alpini=姜ᴬᴸ	1 (ss (striktasence)) Sp. (Specio) de alpinio (Alpinia galanga) el tropika Azio, kultivata
galeops	PIV	草ᴳᴸ	Y	Y	1	herb=草	G. (Genro) (Galeopsis el lamiacoj) de unujaraj, ofte haraj herboj kun floroj en s^ajnverti
galg	PIV	豆ᴳᴸ	Y	Y	1	gus^=豆	G. (Genro) (Galega el fabacoj) de plurjaraj herboj kun alternaj, nepare plume kunmetaj fol
galinag	PIV	鸟ᴳᴺ	Y	Y	1	bird=鸟	1 Sp. (Specio) (Gallinago gallinago) de malgranda birdo el la ordo de karadriformaj, fam. 
gametofit	PIV	配子植	Y	Y	1	plant=植,plant=植	(pp (se paroli pri) plantoj, havantaj alternadon de generacioj) Unuploida generacio de pla
gangliit	PIV	节炎ᴳ	Y		1	inflam=炎	Inflamo de tiu nerva tubereto.
garcini	PIV	木ᴳᶜ	Y	Y	1	mangostan=木ᴹᵀ,mangostan=木ᴹᵀ	G. (Genro) (Garcinia el kluziacoj) de monoikaj, dau^rafoliaj arboj, kun fruktoj (beroj) ma
gasmetr	PIV	气计	Y		1	gas=气	Mezurilo de la uzita kvanto da brul gaso.
gasteromicet	PIV	胃菌	Y	Y	1	himenomicet=膜菌	Grupo de bazidifungoj, ampleksanta la eksan klason Gasteromycetes, kies bazidioj produktig
gastrit	PIV	胃炎	Y		1	inflam=炎,stomak=胃	Inflamo de la stomaka mukozo.
gastralgi	PIV	胃痛	Y		1	stomak=胃,dolor=痛,epigastr=表胃	Stomaka doloro, kiun la malsanulo lokalizas c^e la epigastro.
gastrektomi	PIV	胃除	Y		1	stomak=胃	Tuta au^ parta desekco de la stomako.
gastrenterit	PIV	胃肠炎	Y		1	inflam=炎,stomak=胃,intest=肠	Inflamo de la stomaka k intesta mukozoj.
gastrofil	PIV	胃爱	Y	Y	1	stomak=胃	G. (Genro) (Gastrophilus) de insektoj el la fam. (familio) de ojstredoj, kies larvoj paraz
geastr	PIV	菌ᴳ	Y	Y	1	astre=菌ᴬ	G. (Genro) (Geastrum el geastracoj) de bazidifungoj kun ferma, glob-au^ bulbo-forma bazidi
genotip	PIV	生型	Y		1	gen=生ᴳ,fenotip=现型	Genaro au^ aro da studataj genoj, kontraste kun fenotipo.
geodinamik	PIV	地力	Y		1	geologi=地学,dinamik=力,geologi=地学	Scienco pri la fortoj, kiuj estigas la geologiajn fenomenojn. Sin. (sinonimo) dinamika geo
