"root"	"kanji"	"gloss"
"mev"	"鸥"	"【鳥】カモメ（鴎）（科）"
"lar"	"鸥"	"【鳥】カモメ（属）,>>mevo ／ 【PIV】Romanaj dioj, protektantaj la hom"
"miaŭ"	"咪"	"［擬］ニャア（猫の鳴き声） ／ ［自］（猫が）ニャアと鳴く ／ （猫が）ニャアと鳴く声"
"motiv"	"由"	"［他］（物事が）動機付ける,理由付ける ／ 動機,理由,根拠;【芸】モチーフ,主題;【楽】モチーフ,動機 ／ 最大の動機"
"sinap"	"芥"	"【植】シロガラシ（種） ／ 【医】からし泥（でい） ／ 【植】カラシ（芥子）（属）,>>mustardo"
"veto"	"否"	"［他］拒否権を行使する ／ 【法】拒否権"
"neg"	"否"	"【PIV】(tr (transitiva)) Nei 2: personoj"
"norm"	"范"	"二重基準,ダブルスタンダード ／ 【環】環境基準 ／ 基準の,標準の,規格の;規格に準処した ／ 【統】標準偏差"
"nuanc"	"微"	"［他］色合いをつける,微妙な変化をつける ／ 微妙な差異,色合い,ニュアンス ／ （微妙すぎて）とらえ難いニュアンス"
"kern"	"核"	"【生】細胞核,=nukleo ／ 【天】銀河中心核 ／ 核の;《転》核心的な,肝要な ／ 核心的な考え"
"nukle"	"核"	"（la 〜）チェルノブイリ原子力発電所 ／ 核の;有核の;【理】原子核の ／ 核兵器,=atoma armilo ／ =atomcentralo（原子力発電所）"
"panic"	"粟"	"【料】キビ団子 ／ 《Ｎ》【植】キビ（黍）（属）,>>mileo"
"mili"	"粟"	"【植】雑穀（アワ，キビ，ヒエ，モロコシなど）,>>setario,>>pan"
"panik"	"慌"	"【医】パニック障害 ／ ［他］おびえさせる,動転させる,恐慌を引き起こす ／ 恐慌,パニック;【経】恐慌 ／ 【植】=>panico（キビ）"
"aneks"	"并"	"［他］【政】併合する;添付する"
"pasiv"	"被"	"受身の,消極的な;【Ｇ】受動の ／ 受動喫煙 ／ 消極的な性格 ／ 【Ｇ】受動分詞"
"pelv"	"盆"	"便器 ／ たらい,洗面器,水盤;【解】骨盤 ／ 【PIV】Rilata al la pelvo: la pelva kavo"
"basen"	"盆"	"泉水,ため池;船溜まり;（川の）流域;【地理】盆地,=rondvalo ／ 【地質】堆積盆地 ／ 【地理】タリム盆地"
"piknik"	"野餐"	"［自］野外で食事する ／ 野外での食事,野外パーティー,ピクニック,>>ekskurso"
"pilol"	"丸"	"避妊薬 ／ 【薬】錠剤,丸薬;《般》（避妊用の）ピル"
"testik"	"丸"	"【解】睾丸（こうがん）転位 ／ 【解】精巣,睾丸（こうがん）"
"podi"	"台"	"演壇の,ステージの ／ パネルディスカッション ／ 登壇者,パネリスト ／ 演壇,ひな壇,高座,ステージ;【建】（闘技場・円形劇場の）ひな壇式観覧席"
"teras"	"台"	"段々に,階段状に ／ 【建】テラス,露台;【建】テラス,屋上露台;（石垣などで支えた）台地,高台,"
"peron"	"台"	"【建】（玄関前などの）外階段"
"bufed"	"台"	"ビュッフェ（立食用のテーブル）,（立ったまま酒を飲む）カウンター ／ 【動】【PIV】Fam. (Familio) (Bufonidae) de "
"konzol"	"台"	"【建】持ち送り;【建】コンソール・テーブル（壁面の装飾卓）;【情】コンソール"
"sufiks"	"缀"	"接尾辞の ／ 【Ｇ】接尾辞;【情】（ファイル名の）拡張子"
"purpur"	"紫"	"紫色の,赤紫色の,>>viola,>>skarlata ／ （赤みがかった）紫色,赤紫色;紫衣（王や高僧が身につける）;【病】紫斑病"
"stab"	"参"	"技術スタッフ ／ 【軍】参謀,幕僚;幹部,スタッフ（個人） ／ 【軍】参謀部;（団体の）幹部,首脳部,スタッフ（集団）"
"refut"	"驳"	"［他］論破する,反駁（はんぱく）する,反論する ／ 論破,論駁,反駁,反論"
"barg^"	"驳"	"【海】（港や河川で使われる）平底の荷船,はしけ,バージ,=plats^ipo"
"replik"	"驳"	"［他］=rebati（反論する）;【美】（自作を）複製する,>>kopii ／ =rebato（反論）;【劇】（舞台進行の）きっかけとなるせりふ,>>sig"
"rub"	"废"	"【環】放射性廃棄物 ／ がれきの,がらくたの ／ 瓦礫,残骸;がらくた,くず;【地質】岩屑（がんせつ）;【環】=rubaj^o"
"ruin"	"废"	"荘厳な遺跡 ／ 廃墟の,荒廃した ／ 廃墟,破壊の跡;遺跡;《転》崩壊した状態"
"abol"	"废"	"［他］=abolicii（廃止する） ／ 【PIV】Ago de instanco, kiu abolas: voc^"
"abrog"	"废"	"【法】【PIV】(tr (transitiva)) Nuligi leg^o ／ 【PIV】Ago de instanco, kiu abrogas. Vd "
"kolumn"	"栏"	"【印】（縦の）欄;（新聞の）コラム;（縦の）列;【遊】（チェス盤などの）縦列"
"rubrik"	"栏"	"（新聞・雑誌の）欄;（書籍の）見出し,標題;【キ】ルブリカ（典礼書中に朱書き"
"barier"	"栏"	"［他］柵でふさぐ ／ （通行を制限するために開閉できる）門柵,柵;（踏切の）遮断機"
"ŝak"	"棋"	"【遊】将棋 ／ 【遊】チェスの,将棋の;（キングが）王手のかかった ／ ［自］【遊】王手がかかる ／ 【遊】チェス,将棋（=japana s^ako）;（チェス・将棋の）王手"
"ŝampu"	"沐"	"［他］（頭髪を）シャンプーで洗う ／ シャンプー,洗髪剤"
"ŝark"	"鲨"	"【魚】サメ（鮫）,フカ（鱶）（の類）;《転》強欲な人 ／ 【動】【PIV】Ordo (Selachii) de elasmobrank"
"diet"	"节"	"断食療法;【医】絶食療法 ／ 肉食療法 ／ 【医】食餌療法の ／ （日本の）国会議員,>>parlamentano"
"silab"	"节"	"【声】閉音節 ／ 【声】強音節 ／ 【声】長音節 ／ 【声】開音節"
"artik"	"节"	"［他］関節でつなぐ;【声】分節する ／ 【解】関節;【機】継手（つぎて） ／ 【解】股関節（こかんせつ） ／ 【解】ひじ関節"
"strof"	"节"	"【文】（詩の）節,連 ／ 【PIV】Rilata al strofo: strofa struktur"
"artr"	"节"	"【医】【PIV】Artiko (en kunmetaj^oj)."
"gangli"	"节"	"【解】神経節 ／ 【解】=limfonodo（リンパ節）"
"dietik"	"节"	"【PIV】Scienco pri la dietoj, k ilia ter"
"klau^n"	"丑"	"［自］おどけてみせる ／ 【劇】クラウン,道化役者;（サーカスの）道化師,ピエロ"
"pajac"	"丑"	"【劇】道化師,>>farsisto,>>amuzisto"
"ŝok"	"震"	"ショッキングな,衝撃的な ／ 衝撃的に ／ ［他］精神的な衝撃を与える,ショックを与える,ぎょっとさせる ／ （精神的な）ショック,衝撃;【医】ショック（症状）"
"sism"	"震"	"【地質】=tertremo（地震）"
"seism"	"震"	"【地質】【PIV】Tertremo. Sin. (sinonimo) sis ／ 【PIV】Rilata al la tertremoj k iliaj ef"
"stabil"	"稳"	"安定した,永続する;【理】安定な,>>metastabila,>>nesta ／ 【理】安定なつり合い ／ 恒久的平和 ／ 【PIV】Speco de skulptaj^o, kiu staras s"
"aplomb"	"稳"	"自信に満ちて,落ち着き払って,沈着冷静に;図々しく ／ 確固とした自信,落ち着き,沈着;図々しさ"
"ŝtorm"	"暴"	"荒れ狂う嵐 ／ あらしの,荒天の ／ 【海】高潮（たかしお） ／ ［自］暴風が吹く,荒れる"
"tiran"	"暴"	"残忍な専制君主 ／ 圧制的な,横暴な ／ 圧制的に,横暴に ／ ［他］暴政を行う;《転》横暴にふるまう,虐げる"
"brutal"	"暴"	"【PIV】Krudac^a, perfortema, kruela homo ／ 【PIV】Havanta karakteron de brutalo: pr ／ 【PIV】Lau^ maniero de brutalo: brutale "
"zelot"	"迷"	"《転》熱心なファン,（サッカーの）サポーター【私家版】 ／ 【史】ゼロテ党員;《転》熱心な信奉者,熱狂者,=fanatikulo"
"mat"	"席"	"［自］【遊】（チェス・将棋で）詰む ／ マット,むしろ,ござ,敷物,>>tapis^o,>>tatamo ／ 【遊】（チェス・将棋の）詰み,チェックメイト"
"melon"	"瓜"	"【果】メロン;【植】メロン（種）"
"kukum"	"瓜"	"【植】キュウリ（種）;キュウリの果実"
"kukurb"	"瓜"	"【植】カボチャ（属）"
"miel"	"蜜"	"天然の蜂蜜 ／ 蜂蜜の,蜂蜜入りの;蜜のように甘い;《転》甘ったるい ／ 蜂蜜（はちみつ）,みつ,>>nektaro,>>melaso"
"nektar"	"蜜"	"【神】ネクタル（酒）;《転》甘露,美酒;【植】花蜜（かみつ）"
"musk"	"苔"	"苔（こけ）むした,苔の生えた ／ 《般》【植】コケ（苔） ／ 【植】蘚類（せんるい）（コケ植物の一綱）,>>briofitoj,>>hep"
"ignor"	"忽"	"［他］（意図的に）無視する,見ないふりをする,知らないふりをする,>>neg"
"ocean"	"洋"	"【地名】南極海（＝南氷洋） ／ 【地名】北極海（＝北氷洋） ／ 【地名】大西洋,=Atlantiko ／ 【地名】インド洋"
"parget"	"拼"	"［他］【建】寄せ木張りにする ／ 【建】寄せ木張りの床"
"palp"	"摸"	"手探りで ／ ［他］手探りする,触れてみる;撫でる,さわる;【医】触診する ／ 【PIV】Rilata al palp(ad)o: la pugopalpa ／ 【PIV】Ago de tiu, kiu palpas: la palpad"
"palt"	"大衣"	"【服】オーバー,外套（がいとう）,防寒コート,>>surtuto"
"pane"	"瘫"	"停電 ／ ［自］【機】（故障して）停止する;【海】（縮帆して）停船する;【情】クラッシ ／ 【機】（故障による）停止;【海】（縮帆して）停船;【情】クラッシュ"
"plegi"	"瘫"	"【医】【PIV】Paralizo (suf-e (sufikse) uzat"
"pap"	"教皇"	"教皇の,法王の ／ 【カ】回勅（ローマ教皇の回状）,=encikliko ／ 【カ】ローマ教皇尚書院 ／ 【キ】教皇,ローマ法王"
"papag"	"鹦"	"オウム返しに,訳も分からずに,口まねで ／ ［自］オウム返しに言う,訳も分からずにまねる,受け売りする ／ 【鳥】オウム（鸚鵡）;《転》（他人の言葉を）受け売りする人"
"papili"	"蝶"	"【虫】ヤマキチョウ ／ 【虫】キアゲハ（黄揚羽）（種）,=makaono ／ チョウの;《転》移り気な,浮気な ／ 【服】蝶ネクタイ"
"pensi"	"养老"	"退職年金,恩給 ／ 国民年金 ／ ［他］年金を支給する ／ 年金"
"pere"	"亡"	"［自］（災害などで）死ぬ;滅びる,消える,滅亡する ／ 落命,死去;破滅,滅亡,消滅"
"perl"	"珠"	"人造真珠,模造真珠 ／ 真珠を養殖する ／ 天然真珠 ／ 真珠の,真珠のような,真珠色の"
"persik"	"桃"	"桃の種 ／ 【果】モモ（桃）"
"pian"	"琴"	"【楽】電子ピアノ ／ 【楽】グランドピアノ ／ 【楽】ピアノ ／ 【楽】アップライトピアノ"
"lir"	"琴"	"【楽】リラ,たて琴 ／ 【貨】リラ（イタリアの通貨） ／ 【天】こと（琴）座"
"harp"	"琴"	"［自］ハープを演奏する ／ 【楽】ハープ"
"orgen"	"琴"	"［自］パイプオルガンをひく ／ 【楽】パイプオルガン,>>harmoniumo"
"citr"	"琴"	"【楽】チター;【楽】キタラ（古代ギリシアの弦楽器）"
"pionir"	"拓"	"精力的な開拓者 ／ 先駆的な,草分け的な ／ ［自］率先する,道を切り開く,他に先駆ける ／ 開拓者,パイオニア;先駆者,草分け;【軍】工兵;（旧ソ連の）ピオネール"
"pipr"	"椒"	"【料】白胡椒（こしょう） ／ 【料】（粉末状の）唐辛子（とうがらし）,>>kapsiko ／ 【料】黒胡椒（こしょう） ／ ［他］こしょうをきかせる"
"plast"	"塑"	"プラスチックの;可塑性のある ／ レジ袋 ／ プラスチックボトル ／ ポリ袋,ビニール袋"
"modl"	"塑"	"［他］（粘土・ロウなどで）形を作る,造形する ／ 【PIV】Ago de tiu, kiu modlas: modlopast"
"plasti"	"塑"	"【医】【PIV】Operacio, destinita ripari org ／ 【PIV】Rilata al plastio: plastia kirurg"
"princ"	"侯"	"（La 〜）【文】『星の王子様』（サンテクジュペリ作） ／ 【地名】プリンス・エドワード・アイランド州（カナダ） ／ （三人称）皇太子殿下 ／ 君主の;君主にふさわしい"
"markiz"	"侯"	"侯爵 ／ 【地名】マルキーズ（マルケサス）諸島（南太平洋中部）"
"inic"	"授"	"［他］（人に）秘伝を授ける;手ほどきをする"
"pupitr"	"案"	"（傾斜した）見台,書見台,記帳台,立ち机;【楽】譜面台"
"rafan"	"萝卜"	"【植】ダイコン（大根）（種）;【植】ダイコン（属）"
"rap"	"萝卜"	"【植】カブ,カブラ（蕪）（種）"
"ran"	"蛙"	"【動】トノサマガエル（殿様蛙）（属）;《般》カエル（蛙）（総称） ／ 【動】アマガエル（雨蛙）（総称）,=hilo ／ 【医】【PIV】Rilata al rano: rana kisto (li"
"batrak"	"蛙"	"【動】無尾類,=senvostuloj ／ 【PIV】(ark. (arkaismo, arkaisme)) = amf"
"reĝim"	"制"	"独裁制 ／ 経済制度 ／ 【情】挿入モード,>>superskriba ／ 【情】対話モード,インタラクティブモード"
"faz"	"相"	"【電】位相指数,位相定数 ／ （変化の）段階,局面,様相;【理】位相;【化】相;【天】（月などの）相,位相"
"vezir"	"相"	"【史】（旧トルコ帝国の）大臣"
"ren"	"肾"	"【医】人工腎臓 ／ 腎臓の ／ 【解】腎被膜 ／ 【病】腎疝痛（じんせんつう）"
"nefr"	"肾"	"【解】【医】【PIV】Reno (precipe en kunmetaj^o ／ 【PIV】Rilata al reno(j)."
"revizi"	"审"	"［他］検査する;再検討する,見直す,修正する;【印】校正する,校訂する,校閲 ／ 検査;再検討,見直し,修正;【印】校正,校訂,校閲;【法】再審;【機】保守点"
"asiz"	"审"	"【法】（フランスの）重罪裁判;（英国の）巡回裁判 ／ 【地名】アッシジ（イタリア） ／ 【PIV】Rilata al asizo: asiza tribunalo "
"reviz"	"审"	"［他］監査する,=revizori ／ 監査,査察,=revizorado"
"cenzur"	"审"	"［他］検閲する;【心】検閲する ／ 検閲;【心】検閲"
"rigid"	"硬"	"硬直した,こわばった;融通のきかない,堅苦しい ／ 【理】剛体 ／ 肩こり ／ 硬直して;じっと"
"hard"	"硬"	"［他］焼入れする;硬化させる;鍛える"
"dur"	"硬"	"《詩》=malmola（かたい） ／ 【史】ドゥーロ（スペインの５ペセタ銀貨）"
"skler"	"硬"	"【医】（組織が）硬化した"
"ciroz"	"硬"	"【病】硬変（症） ／ 【病】肝硬変（症）"
"rim"	"韵"	"【文】女性韻 ／ 【文】抱擁韻 ／ ［他］押韻する ／ 【文】韻,脚韻"
"sag"	"矢"	"［自］矢のように飛ぶ ／ 矢;矢印;【数】矢,矢線 ／ 【天】や（矢）座"
"salik"	"柳"	"【植】シダレヤナギ（枝垂柳）（種） ／ 【植】ヤナギ（柳）（属） ／ 【PIV】1 Rilata al saliko. 2 Farita el s"
"vimen"	"柳"	"【植】タイリクキヌヤナギ（大陸絹柳）（種）;《般》（柔らかい）柳の枝"
"ŝaŭm"	"沫"	"泡の,泡立つ ／ 泡のように,泡を立てて ／ ［自］泡立つ;《転》（いきいきと）沸き立つ ／ 泡,あぶく,泡沫（ほうまつ）;（馬などの）泡汗;《転》はかないもの"
"sekur"	"安"	"安全な,安心できる,危険のない,><dang^era;（攻撃や災害に対して） ／ 安全かみそり ／ 安全に"
"alianc"	"盟"	"同盟国,同盟者 ／ 【政】（国家間の）同盟 ／ 【史】日英同盟 ／ 【史】神聖同盟"
"kartel"	"盟"	"【経】カルテル（企業連合）,>>trusto;【政】（政党間などの）連合;【"
"ŝink"	"火腿"	"【料】ハムエッグ ／ 【料】ハムサンドイッチ ／ 【料】ハム,>>kolbaso"
"suĉ"	"吸"	"［他］吸い込む ／ ［他］吸う,すする ／ 【PIV】Ag(ad)o de iu, kiu suc^as."
"sorb"	"吸"	"【機】吸い込み弁 ／ ［他］吸い込む,（人などを）のみ込む;（知識などを）吸収する ／ 吸取紙 ／ 脱脂綿"
"s^mac"	"吸"	"［自］（キス・食事など口で吸うとき）チュッと音を立てる ／ チュッという音"
"inhal"	"吸"	"［他］【医】吸入する ／ =inhalado（吸入）"
"absorb"	"吸"	"［他］夢中にさせる,心を奪う;=>sorbi（吸収する）"
"sampl"	"样"	"【PIV】Aro de observoj, rigardataj kiel  ／ 【楽】【PIV】Ciferece registri specimenojn "
"muestr"	"样"	"【PIV】Aro elprenita el pli granda aro,  ／ 【PIV】(tr (transitiva)) Preni muestron "
"spik"	"穗"	"【植】スペアミント,オランダハッカ,ミドリハッカ（種） ／ 【植】穂（ほ）;【植】穂状花序（すいじょうかじょ）"
"kvast"	"穗"	"ふさ飾り"
"ament"	"穗"	"【植】【PIV】Infloresko, densa spiko ofte k"
"spur"	"迹"	"［他］足跡をたどる;【情】トレースする ／ 足跡,=piedsigno;痕跡;【理】飛跡"
"stan"	"锡"	"スズの,スズ製の ／ ［他］スズメッキする ／ 【化】スズ（錫）（原子番号50の金属元素）"
"sulk"	"沟"	"［他］（ひたいなどに）しわをよせる;さざなみを立てる ／ 【農】うねま（畝間）;溝;わだち（轍）;（波の）うね"
"kloak"	"沟"	"下水道,下水管;《転》掃きだめ,巣窟（そうくつ）;【動】総排出腔 ／ 【PIV】Rilata al kloako: kloaka kanalo; "
"tranc^e"	"沟"	"塹壕（ざんごう）を掘る ／ 【軍】塹壕（ざんごう）;【鉄】切通し;【建】根切り"
"testud"	"龟"	"【動】ヌマガメ（沼亀）（属）,=emido ／ （亀のように）のろのろと ／ 【動】カメ（亀）;【史】（古代ローマの）亀甲型掩蓋（きっこうがたえんがい）"
"tig"	"茎"	"しなやかな茎 ／ 【植】地下茎 ／ 【植】茎（くき）;（ピストンなどの）棒,軸;（グラスの）あし"
"kulm"	"茎"	"【植】（麦などの）茎,>>tigo;《詩》=>kulmino（頂点）"
"tigr"	"虎"	"【動】トラ（虎）"
"juk"	"痒"	"かゆい皮膚 ／ むずがゆい傷 ／ ［他］かゆがらせる;《転》むずむずさせる;［自］かゆい ／ かゆみ"
"tikl"	"痒"	"くすぐったい,むずむずさせる;《転》厄介な,扱いにくい,微妙な ／ ［他］くすぐる,軽く触れてむずむずさせる;《転》快く刺激する ／ 【PIV】Ago de iu, io tiklanta: nun ankor"
"urtik"	"痒"	"［自］（イラクサで刺すように）チクチクさせる,掻痒感を生じる ／ 【植】イラクサ（刺草）（属）"
"tomat"	"茄"	"トマトの ／ 【料】トマトソース ／ 【植】トマト"
"trejn"	"训"	"訓練の,練習の;養成の ／ ［他］訓練する,鍛錬する;養成する,仕込む"
"tuber"	"隆"	"【医】甲状腺結節 ／ こぶの,こぶのある ／ 【植】キクイモ,=terpiro ／ こぶ;【解】結節,隆起;【植】塊茎"
"tumult"	"闹"	"大騒動の,騒然とした,騒がしい ／ 騒然とした集会 ／ ［自］騒動する,大騒ぎする ／ 騒動,喧騒,大騒ぎ;騒乱,暴動"
"tun"	"吨"	"【単】英トン,ロングトン（＝約1016kg） ／ 【単】メートルトン（1t＝1000kg） ／ 【単】トン（1t=1000kg） ／ 米トン,ショートトン（＝約907kg）"
"tonel"	"吨"	"【海】（積荷の）容積トン（1.13ｍ3） ／ 【海】（船の）容積トン（2.83ｍ3）"
"tunel"	"隧"	"【交】道路トンネル ／ 【交】鉄道トンネル ／ 【理】トンネル効果 ／ ［他］トンネルをつける"
"livre"	"制服"	"（従僕などの）仕着せ,そろいの服,制服"
"vag"	"荡"	"放浪の,漂泊の ／ 【解】迷走神経 ／ 放浪生活 ／ ［自］さまよう,放浪する;歩き回る,うろつく,徘徊する;漂う"
"diboc^"	"荡"	"放蕩の ／ 放蕩息子 ／ 放蕩生活 ／ ［自］放蕩する,酒色にふける"
"fluktu"	"荡"	"［自］（波のように）上下する,動揺する;《転》変動する ／ 【理】ゆらぎ"
"venĝ"	"仇"	"報復の,復讐の ／ ［他］恨みを晴らす,あだを討つ;［自］復讐する,報復する ／ 友のかたきを討つ ／ 〜に復讐する"
"vet"	"赌"	"賭をして;競争で ／ ［他］賭ける ／ 賭け;=vetaj^o（賭け金）"
"viktim"	"牺"	"【宗】いけにえ,>>oferaj^o;《転》犠牲,犠牲者,被害者"
"vip"	"鞭"	"［他］むち打つ;《転》激しく非難する ／ （皮ひもなどを短い棒につけた）むち（鞭）,>>vergo,>>skurg^o"
"skurg^"	"鞭"	"［他］むち打つ;《転》激しく非難する ／ （体罰用の短い）むち,>>vipo,>>vergo"
"knut"	"鞭"	"【PIV】Mallonga ledrimena vipo, uzata en ／ 【PIV】Vira nomo, i.a. (interalie, inter"
"flagel"	"鞭"	"【植】【動】【PIV】Vipoforma filamento, movorg"
"virg"	"贞"	"純潔な,童貞の,処女の;《転》人手に触れたことのない,未開発の;《転》無垢の ／ 汚れない心 ／ 処女地 ／ 【天】おとめ座"
"vom"	"吐"	"［他］吐く,嘔吐（おうと）する ／ 吐血する ／ 嘔吐（おうと）"
"kraĉ"	"吐"	"［自］つば・たんを吐く;［他］吐く ／ =krac^ado,=krac^aj^o"
"sput"	"吐"	"［他］（たん・つば・血などを多量に）吐く;《転》（多量に）吐き出す ／ 喀血（かっけつ）する"
"zink"	"锌"	"亜鉛の ／ ［他］亜鉛メッキする,亜鉛をきせる ／ 【化】亜鉛（原子番号３０の金属元素）"
"zum"	"嗡"	"［自］（虫などが）ブンブンいう,（低い振動音で）うなる;［他］【楽】ハミング ／ 【PIV】Rilata al zumado: el zuma fono di ／ 【PIV】Bruo de iu, io zumanta: orelaj zu"
"anzu"	"杏"	"【植】【PIV】1 Var. (Vari(aj^)o) de abrikot"
"abstin"	"戒"	"節制した,禁欲している;精進の ／ ［自］（酒，たばこ，肉食，快楽などを）節制している,断っている,慎んでいる; ／ 酒を断っている ／ 禁煙している"
"agit"	"搅"	"［他］（激しく）揺り動かす,動揺させる,かきたてる;扇動する,あおり立てる;"
"akn"	"痘"	"にきび,吹き出物（ふきでもの）"
"variol"	"痘"	"【病】天然痘,痘瘡（とうそう）"
"akrid"	"蝗"	"（一般に）バッタ（蝗虫）;【虫】ショウリョウバッタ（属）,>>lokusto ／ イナゴの襲来"
"lokust"	"蝗"	"【虫】トノサマバッタ（属）,>>akrido;飛蝗（ひこう）"
"aks"	"轴"	"軸,軸線;【植】軸;【数】軸;【天】自転軸;【理】光軸;【政】枢軸;《転》中 ／ 【数】座標軸 ／ 【光】光軸 ／ 【理】回転軸"
"s^aft"	"轴"	"【機】軸,シャフト,心棒,>>akso"
"ale"	"林"	"並木道;（庭園・公園の）小道,遊歩道"
"bosk"	"林"	"（公園などの）植込み,木立 ／ まばらな木立"
"forst"	"林"	"【農】育成林,=kultivarbaro"
"alg"	"藻"	"海藻,も（藻） ／ 【植】藻類 ／ 【植】藍藻類 ／ 【植】褐藻類"
"ampol"	"泡"	"【薬】アンプル;電球"
"bobel"	"泡"	"=aerveziko（気泡） ／ 【PIV】(ntr (netransitiva)) Eligi bobelo"
"infuz"	"泡"	"［他］（熱湯で）煎じ出す;（茶を）入れる"
"blaz"	"泡"	"【医】【PIV】Hau^ta veziketo el maldika his"
"anser"	"鹅"	"【鳥】ガチョウ（鵞鳥）;《転》まぬけ者 ／ 【PIV】De ansero: ansera brusto farc^ita"
"vejn"	"脉"	"【解】大静脈 ／ ［他］木目模様をつける,石目模様をつける ／ 【解】静脈,>>arterio;【鉱】鉱脈;木目,石目 ／ 【PIV】1 Rilata al korpa vejno: la vejna"
"arteri"	"脉"	"【解】動脈;《転》（交通の）動脈 ／ 【PIV】Rilata al la arterioj: arteria sa"
"puls"	"脉"	"【医】結滞脈 ／ ずきずきする痛み,疼痛 ／ 【理】脈動電流 ／ ［自］脈を打つ,脈動する;《転》脈打つ"
"angi"	"脉"	"【解】脈管,>>arterio,>>vejno,>>limfangio;【植 ／ 【PIV】Rilata al angio."
"sfigm"	"脉"	"【医】【PIV】Pulso 1."
"vaskul"	"脉"	"【解】【PIV】1 Unu-au^ kelk-hista tubeto, t ／ 【医】【植】【PIV】Rilata al la vaskuloj: vask"
"elit"	"优"	"エリートの,選り抜きの ／ エリート,選良,精鋭,選り抜きの人々"
"aven"	"燕麦"	"【植】カラスムギ（烏麦）（属）;【植】エンバク（燕麦）,オートムギ"
"fung"	"菌"	"【植】キノコ ／ 【植】菌類 ／ 食用キノコ ／ 【PIV】Rilata al fungoj: funga toksig^o."
"bacil"	"菌"	"【植】炭疽菌 ／ 【生】バチルス,桿菌（かんきん） ／ 【医】コンマ菌（コレラ菌）"
"truf"	"菌"	"［他］【料】トリュフを添える ／ 【料】トリュフ;【植】セイヨウショウロ（西洋松露）（属）"
"fungus"	"菌"	"【病】菌状腫 ／ 【PIV】Havanta la naturon de funguso: fu"
"micet"	"菌"	"【PIV】(ark. (arkaismo, arkaisme)) = fun"
"kandid"	"菌"	"【植】【PIV】G. (Genro) (Candida el sakarom ／ 【PIV】Prototipo de naivulo en la samnom"
"bark"	"舶"	"小型船,小型帆船（s^ipoより小さく、boatoより大きい）;【海】バーク"
"bask"	"衣边"	"【服】（衣服の）すそ,たれ"
"bet"	"甜菜"	"【植】ビート,テンサイ（甜菜）,サトウダイコン（砂糖大根） ／ 赤かぶ"
"bovl"	"碗"	"【料】深皿,碗（わん）,丼（どんぶり）,ボウル,>>tasego ／ 金魚鉢"
"brid"	"勒"	"［他］（馬に）馬勒（ばろく）をつける;《転》手綱を締める,抑制する ／ 【馬】馬勒（ばろく）（おもがい，くつわ，手綱の総称）"
"string"	"勒"	"［他］締めつける,握りしめる,抱きしめる,=c^irkau^premi,=c ／ 【PIV】Ag(ad)o stringi: els^ovi sin el l"
"s^akr"	"贩"	"闇相場,闇値 ／ ［他］闇取引する,密売買する"
"brut"	"畜"	"家畜の;《転》畜生のような ／ 家畜;《転》畜生 ／ 【人名】ブルートゥス,ブルータス（古代ローマの政治家）"
"buĉ"	"屠"	"［他］屠殺する,屠畜する;《転》（人を）虐殺する ／ 【PIV】Ago de buc^anto: li tuj iras post"
"masakr"	"屠"	"［他］大虐殺する,殺戮する,皆殺しにする,=amasbuc^i ／ 大虐殺,大量殺戮,皆殺し,=amasbuc^ado"
"s^oh^t"	"屠"	"【聖】【PIV】(tr (transitiva)) Buc^i lau^ l"
"ĉerk"	"棺"	"ひつぎの;《転》陰気な,陰鬱（いんうつ）な ／ 陰うつな口調 ／ 棺（かん）,柩（ひつぎ） ／ 石棺"
"cikad"	"蝉"	"蝉時雨（せみしぐれ） ／ 【虫】セミ（蝉）"
"cikatr"	"疤"	"傷跡（きずあと）"
"cinam"	"桂"	"【料】桂皮,シナモン"
"lau^r"	"桂"	"【植】ゲッケイジュ（属）（月桂樹） ／ （勝者に与える）月桂樹の葉（枝）;《転》栄光,栄誉 ／ 【PIV】Virina nomo, i.a. (interalie, int"
"cir"	"膏"	"［他］靴墨で磨く ／ 靴墨（くつずみ） ／ 【史】【PIV】Vira nomo, i.a. (interalie, in"
"balzam"	"膏"	"バルサムを含む;芳香性の,かぐわしい;苦痛を和らげる ／ ［他］=enbalzamigi,芳香を添える ／ 【薬】バルサム（芳香性の天然樹脂）;（バルサムを含む）鎮痛剤;《転》慰め,苦"
"pomad"	"膏"	"［他］ポマードをつける;軟膏を塗る ／ ポマード;軟膏（なんこう）"
"daktil"	"枣"	"【果】ナツメヤシ;【文】長短短格,強弱弱格 ／ 【PIV】Rilata al daktilo: daktila faruno"
"jujub"	"枣"	"【果】ナツメ;【菓】（ナツメの香りを付けた）キャンデー,ゼリー"
"zizif"	"枣"	"【植】ナツメ（属）,>>jujubarbo"
"dand"	"俏"	"おしゃれな,めかしこんだ,ダンディーな ／ ［自］しゃれ男ぶる,伊達（だて）ぶる ／ しゃれ男,伊達男（だておとこ）,ダンディー"
"rivel"	"揭"	"［他］（秘密などを）あかす,暴露する;【写】現像する ／ 暴露"
"denunc"	"揭"	"［他］告発する;密告する ／ 告発;密告"
"dorlot"	"宠"	"［他］甘やかす;大事にする ／ 【PIV】Ago de dorlotanto: s^in faris dor"
"dot"	"嫁妆"	"持参金の ／ 持参金として ／ ［他］持参金を与える;（才能などを）恵む ／ 持参金"
"dres"	"驯"	"［他］（動物を）調教する,訓練する,仕込む"
