"root"	"kanji"	"gloss"
"pest"	"疫"	"ペストの;《転》悪疫の,有害な ／ 【病】ペスト;《転》疫病,悪疫;有害な人物,害虫"
"fuĝ"	"逃"	"［自］逃げる,逃走する,逃亡する,逃避する ／ 逃走,逃亡,脱走"
"eskap"	"逃"	"抜け穴 ／ ［自］（〜 el）逃げる,脱する;《転》逃避する;［他］のがれる,まぬがれる ／ 逃走,脱出;逃避"
"dizert"	"逃"	"［自］【軍】（軍から）脱走する ／ 【軍】脱走"
"vant"	"虚"	"空虚な,むなしい,はかない,つまらない;虚栄の,うぬぼれの強い ／ 無意味なおしゃべり ／ はかない夢 ／ うぬぼれの強い男"
"fikci"	"虚"	"架空の,虚構の;見せかけの,偽りの;【文】フィクションの ／ 空想の英雄 ／ 架空口座 ／ ［他］空想する,思い描く"
"fiktiv"	"虚"	"=fikcia（架空の） ／ 【Ｇ】=kondicionalo（条件法） ／ 【語】【PIV】Us-modo."
"flik"	"补"	"［他］つぎを当てる;《転》取り繕う;【情】パッチを当てる ／ 【PIV】Ago fliki au^ ties rezulto: ne fi"
"flustr"	"悄"	"ささやき声の, ／ ［自］ささやく,小声で話す;《転》さらさら音をたてる,>>susuri,>> ／ ささやき;【声】ささやき"
"ĝemel"	"双胎"	"二卵性双生児 ／ 双子の;対の ／ ツインベッド ／ 姉妹都市"
"glav"	"剑"	"刀,剣;《転》剣（武力・暴力・権威の象徴） ／ 刀身"
"spad"	"剑"	"（細身の長くとがった）剣"
"gram"	"克"	"【単】グラム（g） ／ 【PIV】Dana medicinisto (H. C. J. Gram, "
"konker"	"克"	"［他］征服する,戦い取る;《転》（努力して）勝ち取る,克服する ／ 征服,獲得;克服,魅了"
"makro"	"宏"	"【情】マクロ"
"grat"	"抓"	"［他］ひっかく,かき削る;かく,>>skrapi ／ ひっかくこと;かくこと"
"graved"	"孕"	"妊娠した;《転》はらんだ ／ 妊娠３か月の"
"koncip"	"孕"	"［他］（子を）はらむ,妊娠する,>>gravedig^i ／ 妊娠 ／ 避妊する"
"gru"	"鹤"	"【鳥】ツル ／ 【機】クレーン,起重機 ／ 【天】つる座"
"grumbl"	"怨"	"［自］ぼやく,ぶつぶつ不平を言う,愚痴をこぼす"
"hepat"	"肝"	"肝臓の ／ 【病】肝硬変（症） ／ 【病】肝疝痛（かんせんつう） ／ 【解】肝臓"
"gvardi"	"卫"	"【軍】親衛隊員,近衛兵 ／ 【軍】親衛隊,近衛連隊 ／ 儀仗（ぎじょう）兵（個人） ／ 儀仗（ぎじょう）兵（集団）"
"higien"	"卫"	"衛生上の;衛生的な,健康によい ／ 衛生学;衛生"
"himn"	"颂"	"【宗】賛美歌;賛歌 ／ 国歌 ／ 【PIV】Rilata al himno(j)."
"od"	"颂"	"【文】オード,頌歌（しょうか） ／ 【楽】『歓喜の歌』（ベートーベンの交響曲第９番の中の歌）"
"human"	"仁"	"人間的な,人情味のある,人道的な"
"implik"	"缠"	"込み入った,複雑な ／ 込み入った織物 ／ ［他］もつれさせる,絡めとる;込み入らせる,混乱させる;（事件に）巻き込む ／ 【PIV】Stato de io implikita: impliko de"
"obsed"	"缠"	"（観念が）頭から離れない ／ ［他］（観念が）つきまとう,とりつく ／ 妄執,固定観念,強迫観念"
"imun"	"免"	"【医】免疫の;【法】免除の;【機】耐性のある ／ 【医】免疫システム"
"incit"	"惹"	"［他］（刺激して）怒らせる,いらだたせる;極度に興奮させる ／ 怒らせること,挑発;=incitig^o（立腹）"
"indign"	"愤"	"憤慨した ／ 憤りのまなざし ／ 憤慨して,憤然として ／ ［自］（不正や卑劣な行為に対して）憤慨する,憤る"
"indulg"	"饶"	"寛大な ／ 寛大に ／ ［他］容赦する,大目に見る;寛大に扱う,いたわる;助命する ／ 容赦,寛大,寛容"
"infekt"	"染"	"感染の,感染性の ／ 感染症,伝染病 ／ ［他］（人に）感染させる,病気をうつす,>>kontag^i;《転》感化する ／ 【医】感染,>>kontag^o;《転》感化"
"kontag^"	"染"	"接触感染の,伝染性の ／ 接触感染 ／ 伝染病 ／ ［他］【医】（病気を）接触感染させる,伝染させる,>>infekti"
"infer"	"狱"	"地獄の,地獄のような,すさまじい ／ ひどい騒音 ／ 悪鬼のような残忍さ ／ 【化】硝酸銀棒,=lapiso"
"gehen"	"狱"	"【聖】地獄;《転》苦難の地 ／ 【聖】ゲヘナ（ヒノムの谷） ／ 【聖】【PIV】Valo apud Jerusalemo, kiu, pro"
"prizon"	"狱"	"=malliberejo（刑務所）,>>karcero ／ 【PIV】Rilata al prizono(j): prizona pun"
"insign"	"徽"	"記章,バッジ;（〜oj）（都市・家などの）紋章 ／ 【PIV】Tuto de la emblemoj, servantaj ki"
"blazon"	"徽"	"［他］紋章を描く ／ 紋章,家紋 ／ 【PIV】Rilata al blazono: la blazonaj re"
"inspir"	"启"	"［他］（思想・感情を）吹き込む,鼓吹する,抱かせる;霊感を与える ／ 鼓舞,激励;霊感,インスピレーション;着想,思いつき"
"inund"	"淹"	"［他］氾濫する,水浸しにする;《転》あふれる ／ 氾濫,洪水;《転》充満"
"izol"	"隔"	"=izolita（孤立した） ／ ［他］孤立させる,切り離す,隔離する;【電】絶縁する;【化】単離する ／ 【電】導線を絶縁する ／ 【生】細菌を分離する"
"vand"	"隔"	"板壁（間仕切り） ／ 仕切り,中仕切り,仕切り板;間仕切り,仕切り壁,隔壁;【解】=septo（中 ／ 部屋の仕切り壁 ／ 箱の中仕切り"
"sept"	"隔"	"【解】中隔,隔壁,隔膜 ／ 【PIV】(tr (transitiva)) Provizi, dividi"
"separ"	"隔"	"［他］【法】（夫婦を）別居させる ／ 【法】（裁判上の）夫婦別居,>>eksedzig^o"
"jubile"	"庆典"	"百年祭 ／ 記念祭の ／ （５０周年などの）記念祭;【カ】聖年,大赦 ／ 千年祭"
"kaban"	"庐"	"（高山の）山小屋,登山小屋 ／ 小屋,掘立て小屋,あばら屋 ／ みすぼらしい小屋"
"kaĉ"	"粥"	"【料】くず湯 ／ 《般》バリウム（Ｘ線造影剤） ／ 【料】かゆ,ピューレ,かゆ状の食物;《転》まずい食物;《転》かゆ状の物 ／ ぬかるみ,軟泥,>>s^limejo"
"kaduk"	"朽"	"老朽の,荒廃した;老衰した,老いぼれた;消えていく,はかない;【法】（期限切 ／ 荒れはてた家 ／ はかない希望 ／ 失効した条項"
"kaĝ"	"笼"	"鳥かご;おり"
"kanal"	"渠"	"取水路,導水路 ／ 放水路 ／ 【地名】大運河（中国） ／ 用水路"
"kaŝtan"	"栗"	"【果】クリ（栗）"
"maron"	"栗"	"【果】（栽培された）栗,大栗,>>kas^tano"
"kirurg"	"外科"	"外科医 ／ 腕のよい外科医"
"klimat"	"气候"	"【気】気候区 ／ 気候変動 ／ 気候;風土 ／ 【気】大陸気候"
"flat"	"媚"	"お世辞の,さわりのよい ／ ［他］おだてる,お世辞を言う;うれしがらせる,（野心などを）満足させる ／ ［他］うぬぼれる,思いこむ ／ おだて;うれしがらせ"
"koket"	"媚"	"こびるような,なまめかしい,色っぽい ／ 色っぽく,なまめかしく ／ ［自］こびを売る,しなを作る"
"lake"	"媚"	"［他］ペコペコと仕える ／ （お仕着せを着た）従僕;《転》卑屈な人間"
"kolizi"	"撞"	"【理】弾性衝突 ／ ［自］衝突する,ぶつかる ／ 衝突;【理】衝突 ／ 自動車の衝突"
"perkut"	"撞"	"【軍】着発信管,撃発信管,=frapa fuzeo ／ 《稀》［他］（硬い物体が）打撃を与える,衝撃を与える,=frapi;【医】打"
"kolomb"	"鸽"	"コロンビア人 ／ 【国名】コロンビア（南アメリカ） ／ 【鳥】ハト（鳩）（ハト科の鳥の総称） ／ 【地名】コロンボ（スリランカの旧首都）"
"turt"	"鸽"	"【鳥】キジバト（雉鳩）（種） ／ 【鳥】コキジバト（小雉鳩）（種）;【鳥】キジバト（雉鳩）（属）"
"livi"	"鸽"	"【鳥】カワラバト（河原鳩）（種）,=rokkolombo ／ 【PIV】Romana familia nomo, i.a. (intera"
"konsum"	"耗"	"［他］（少しずつ）消費する,消耗する;食べ尽くす,（炎が）焼き尽くす;やつれ ／ 心をむしばむ ／ 時間を費やす ／ 消費,消耗"
"nav"	"廊"	"【建】（教会の）側廊 ／ 【建】（教会の）ネーブ,身廊（しんろう）"
"galeri"	"廊"	"回廊,歩廊;画廊,美術品陳列室;収集品;地下道,坑道;【劇】回廊席,天井桟敷"
"korv"	"鸦"	"【鳥】ハシブトガラス（_Corvus macrorhynchos_） ／ 【鳥】カラス（属）（鴉、烏）,>>korako,>>korniko,>>mo ／ 【天】からす座"
"kornik"	"鸦"	"【鳥】ハイイロガラス ／ 【鳥】ハシボソガラス ／ 【鳥】ハシボソガラス"
"krani"	"颅"	"頭蓋の ／ 頭皮 ／ 頭骨,頭蓋骨 ／ 【解】頭蓋,頭蓋骨;《転》頭"
"kupon"	"券"	"クーポン（券）,切符の半券;【経】利札（りさつ）"
"bil"	"券"	"【経】証券,手形"
"lili"	"百合"	"【植】ユリ（属）（百合） ／ 【PIV】Delikate blanka, kiel lilio: c^ir ／ 【PIV】Virina nomo."
"lot"	"签"	"くじで,くじ引きで,抽選で ／ ［自］くじを引く,くじで決める ／ くじ;《転》運;=lotaj^o（くじの賞品） ／ 【地名】ロット川（フランス）"
"tab"	"签"	"【情】タブ"
"paraf"	"签"	"［他］飾り書きをつけて署名する ／ 署名につける飾り書き,花押（かおう）;略署名,>>subskribo"
"lukt"	"搏"	"［自］格闘する;【運】レスリングをする;《転》闘う ／ 格闘;【運】レスリング;《転》闘い ／ 【生】生存競争"
"maiz"	"玉米"	"【植】トウモロコシ（種）;トウモロコシの実"
"malic"	"恶"	"悪意の,意地悪な,邪悪な,腹黒い ／ 悪意で,意地悪に ／ 悪意,敵意"
"malign"	"恶"	"【医】悪性の,><benigna ／ 【病】悪性腫瘍（しゅよう） ／ 【PIV】Havi malignan efikon: la malignan"
"palat"	"口顶"	"口蓋の ／ 【解】口蓋（こうがい）"
"palm"	"棕"	"【植】ヤシ（椰子）,シュロ（棕櫚）（ヤシ科の植物の総称） ／ 【植】【PIV】Arekacoj."
"arek"	"棕"	"【植】【PIV】G. (Genro) (Areca el arekacoj)"
"fajenc"	"陶土"	"陶土;=fajencaj^o"
"falĉ"	"收割"	"［他］【農】かまで刈る;《転》大量に殺す ／ 【PIV】Unu movo per falc^ilo: la rikolta"
"fasad"	"正面"	"【建】（建物の）正面,ファサード;【情】ユーザーインターフェース,>>int ／ 【情】グラフィカル・ユーザーインターフェース（GUI）"
"fast"	"斋"	"［他］【宗】断食する;絶食する ／ 断食,絶食;断食期間 ／ （la 〜）【キ】四旬節 ／ 【PIV】Rilata al fasto: fastaj ritoj, fa"
"fe"	"妖精"	"妖精の;《転》夢のように美しい ／ 妖精,>>koboldo"
"feĉ"	"渣"	"（液体の底にたまる）澱（おり）,かす;《転》かす,最低のもの ／ 【PIV】Rilata al fec^o: (f (figurasence) ／ 【PIV】(ntr (netransitiva)) Surfundig^i,"
"skori"	"渣"	"鉱滓,スラグ;《転》くず,かす"
"felt"	"毡"	"フェルト帽 ／ ［他］フェルト状にする ／ 【織】フェルト ／ 【PIV】1 De, el felto: felta c^apelo. 2 "
"fig"	"无花果"	"【果】イチジク"
"fluid"	"流体"	"流体の;流動性のある ／ 【理】流体;《古》液体,=>likvo ／ 【理】圧縮性流体 ／ 【理】縮まない流体"
"fontan"	"喷泉"	"噴水;噴水装置"
"formik"	"蚁"	"アリの;《転》（アリのように）勤勉な ／ 【化】ギ酸 ／ ［自］（しびれなどで手足が）ちくちくする ／ 【虫】アリ（蟻）"
"fotel"	"扶椅"	"肘掛け椅子,=brakseg^o ／ （詰め物をした）安楽椅子"
"frak"	"燕尾"	"【服】燕尾服（えんびふく）"
"funel"	"漏斗"	"［他］底なしに（酒を）飲む ／ じょうご,ろうと（漏斗）;漏斗形のもの ／ 【PIV】(tr (transitiva)) Vers^i tra fune"
"furaĝ"	"饲"	"［自］飼料を集める ／ （家畜の）飼料,まぐさ,かいば"
"gal"	"胆"	"胆汁の;胆汁質の;ひどく苦い ／ 【生】胆汁;《転》苦々しい感情"
"kole"	"胆"	"【化】【医】【PIV】Galo 1 (pref-e (prefikse) u"
"galoŝ"	"套鞋"	"【服】オーバーシューズ;木底の革靴"
"ĝib"	"凸"	"【動】ザトウクジラ（座頭鯨）（種） ／ （ラクダの）こぶ;（人の）背こぶ,はと胸,>>tubero ／ 【PIV】1 Kripla pro g^ibo. 2 Prezentanta"
"tenon"	"凸"	"【建】【機】ほぞ,>>mortezo"
"bos"	"凸"	"【建】【PIV】1 Elstaraj^o, kruda au^ prilab ／ 【PIV】(tr (transitiva)) 1 Prilabori (s^"
"galb"	"凸"	"【PIV】Kurba konveksa konturo de arta ob ／ 【PIV】(tr (transitiva)) Doni tian kontu ／ 【PIV】Romana vira nomo (i.a. (interalie"
"feston"	"花环"	"［他］花綱で飾る;【服】スカラップをつける ／ 花綱（はなづな）;【建】花綱装飾;【服】スカラップ（襟や裾につける波形の縁飾"
"grinc"	"轧"	"［自］きしむ ／ きしむ音"
"grip"	"流感"	"【病】鳥インフルエンザ ／ 【病】インフルエンザ ／ 【PIV】Rilata al gripo: gripa bronkito."
"gudr"	"焦油"	"［他］タールを塗る ／ 【化】タール ／ 木（もく）タール ／ コールタール"
"hangar"	"棚库"	"【空】格納庫;納屋,上屋,倉庫"
"heĝ"	"篱"	"【園】生け垣"
"hektar"	"公顷"	"【単】ヘクタール,=cent aroj"
"insid"	"陷"	"落とし穴の,わなのある,狡猾（こうかつ）な ／ 油断のならない魅力 ／ わなのある質問 ／ 陰険な手段"
"jug"	"束缚"	"［他］くびきにつける;束縛する;隷属させる ／ （牛の）くびき;《転》束縛;【史】（古代ローマの）槍門;【電】継鉄;【電】ヨ"
"jung"	"套"	"［他］（すき・そり・馬車などに）つなぐ;《転》縛りつける ／ 【PIV】Jungi inter du timonoj: ili enjun"
"muf"	"套"	"【服】マフ;【機】円筒形部品（スリーブ・ジャケットなど）;（ガス）マントル ／ 【PIV】(tr (transitiva)) Provizi (tubojn"
"gain"	"套"	"【服】シース（体にぴったりしたドレス・スカートなど）;【機】（配線を通す筒状"
"kahel"	"瓷砖"	"セメントタイル ／ タイル張りの床 ／ ［他］タイルを張る ／ 【建】タイル"
"kajut"	"舱"	"キャビンボーイ,船室付きの給仕 ／ 【海】船室,キャビン;【空】（航空機の）機室,キャビン;（宇宙船の）乗員室 ／ （船・航空機などの）客室 ／ 【空】操縦室,コックピット"
"kakt"	"仙人掌"	"【植】サボテン（科）"
"kal"	"茧"	"たこのできた,ごつごつした ／ 【病】（手足の）たこ,うおのめ"
"kokon"	"茧"	"【虫】繭（まゆ）;（クモの）卵嚢（らんのう） ／ 蚕の繭"
"kamel"	"驼"	"【動】フタコブラクダ,=dug^iba kamelo ／ 【動】フタコブラクダ,=baktria kamelo ／ 【動】ラクダ（属） ／ 【動】ヒトコブラクダ,=dromedaro"
"kankr"	"虾"	"後ずさりして ／ 【動】ザリガニ（の類） ／ 【天】かに座;（黄道十二宮の）巨蟹（きょかい）宮 ／ 【地理】北回帰線"
"leandr"	"虾"	"【動】【PIV】G. (Genro) (Leander, sin. (sin ／ 【動】【PIV】G. (Genro) (Leander, sin. (sin"
"karp"	"鲤"	"【魚】コイ（鯉） ／ 【解】=karpeo（手首の骨）"
"ciprin"	"鲤"	"【動】コイ（属）,>>karpo"
"klinik"	"诊"	"【医】臨床の ／ 【医】臨床像,病像 ／ 【医】臨床検査（尿検査・血液検査・心電図など） ／ 臨床研究"
"kokos"	"椰"	"ココナッツ繊維 ／ 【果】ヤシの実,ココナッツ;【植】=kokosarbo"
"konsul"	"领事"	"領事;【史】（ローマの）執政官"
"konval"	"铃兰"	"【植】スズラン（属）（鈴蘭）,>>majfloro"
"kurent"	"电流"	"【電】有効電流 ／ 【理】許容電流 ／ 【電】交流 ／ =kurento（電流）"
"lacert"	"壁虎"	"【動】トカゲ（類）;【動】コモチカナヘビ（属） ／ 【天】とかげ座"
"lak"	"漆"	"［他］ラッカーを塗る,漆（うるし）を塗る ／ ラッカー,漆（うるし）"
"vernis"	"漆"	"つや出しニス ／ ［他］ニスを塗る ／ 【化】ワニス,ニス"
"urus^i"	"漆"	"【植】【PIV】1 Sp. (Specio) de sumako (Rhus ／ 【PIV】(tr (transitiva)) Laki ion per ur"
"larv"	"幼虫"	"【虫】幼虫;【動】幼生,>>imagino"
"veft"	"纬"	"［他］横糸を通す ／ 【織】（織物の）横糸（全体）,ぬき,>>varpo"
"latun"	"黄铜"	"真ちゅうの ／ 【化】黄銅,真ちゅう"
"tombak"	"黄铜"	"【化】トムバック,人造金（銅と亜鉛の合金）;《転》（安っぽい）模造品"
